verdict	cle	chambre	amendement	sort	auteur	article	cibles_de_l_article	vise	voie	texte	article_du_texte	subdivision	fenetre	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	2e267f84313897cd	senat	653	Rejeté	Mme LIENEMANN	L331-6	4	oui	visee	senat/leg-pjl12-810.html	18 d	Article 18 D	consommation est ainsi modifié : 1° À la deuxième phrase de l'avant-dernier alinéa de l'article L. 331-6, au 1° et à la première phrase du huitième alinéa de l'article L. 331-7 et à la troisième phras	Amendement n° 428 rectifié Avant l'alinéa 1 Insérer un paragraphe ainsi rédigé : IA. - Après l'alinéa 1 Insérer six alinéas ainsi rédigés : ...° Avant le dernier alinéa de l'article L. 331-6 du code de la consommation, sont insérés cinq alinéas ainsi rédigés : « Au terme de la cinquième année, le débiteur, qui a exécuté le plan conformément aux modalités prévues, peut demander à la commission de procéder à un réexame […]	L331-6 (1995-08-01) — écrit par la loi du dossier, 2014-01-01 : I.-La commission a pour mission de concilier les parties en vue de l'élaboration d'un plan conve […] ‖ avant, 2010-11-01 : La commission a pour mission de concilier les parties en vue de l'élaboration d'un plan conventionnel de redressement approuvé par le débiteur et s […]	//www.senat.fr/amendements/2012-2013/810/Amdt_653.html	juste		sonnet-juge-a	sonnet-juge-b		« Avant le dernier alinéa de l'article L. 331-6 ... sont insérés cinq alinéas » : insertion dans l'article lui-même, non en ancre pour un autre article.	« Avant le dernier alinéa de l'article L. 331-6..., sont insérés cinq alinéas » (amendement id 122086) : insertion interne qui complète A, non l'ancre d'un article distinct.		2026-09-26
juste	32b2eda0c225d39c	assemblee	143	Non soutenu	M. Marc Goua	L313-30	2	oui	visee	assemblee/14-ta-commission-r4045-a0.asp	29 bis b	ART. 29 BIS B	rmulées à compter du 1er janvier 2017. III (nouveau). – Les deux derniers alinéas de l’article L. 313-30 du code de la consommation sont ainsi rédigés : « Au delà de la période de douze mois mentionn	Substituer aux alinéas 3 à 5 les six alinéas suivants : « III. – L’article L. 313‑30 du code de la consommation est ainsi modifié : « 1° À la seconde phrase du premier alinéa, le mot : « douze » est remplacé par le mot : « vingt-quatre » ; « 2° Après le premier alinéa, est inséré un alinéa ainsi rédigé : « Pendant la période de vingt-quatre mois susmentionnée, l’emprunteur peut résilier le contrat, dans les condition […]	L313-30 (2016-07-01) — en vigueur à la loi du dossier, 2016-07-01 : Jusqu'à la signature par l'emprunteur de l'offre mentionnée à l'article L. 313-24, le prêteur ne peut pas refuser en garantie un autre contrat d'assurance dès lors que ce contrat présente un niveau de garantie équivalent au contrat d'assurance de group […]		juste		sonnet-juge-a	sonnet-juge-b		« III. – L'article L. 313-30 du code de la consommation est ainsi modifié : 1° ... est remplacé... ; 2° ... est inséré un alinéa » : modification directe.	« L'article L. 313-30... est ainsi modifié : 1°... 2°... 3°... » (amendement id 47439) : modifie A nommément.		2026-09-26
juste	33cb7a3431951d6e	senat	47	Rejeté	M. MÉZARD	L311-17	1	oui	visee	senat/leg-pjl13-283.html	19 ter	Article 19 ter	vigueur neuf mois après la publication du décret mentionné au I. Article 19 ter I. - L'article L. 311-17 du code de la consommation est ainsi rédigé : « Art. L. 311-17 . - Lorsque le crédit renouvela	Rédiger ainsi cet article : L'article L. 311-17 du code de la consommation est ainsi rédigé : « Art. L. 311-17. - Aucun crédit renouvelable ne peut être associé à une carte ouvrant droit à des avantages commerciaux et promotionnels ou à une carte de paiement. »	L311-17 (1993-07-27) — écrit par la loi du dossier, 2014-12-18 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti d'une carte ouvrant  […] ‖ avant, 2011-05-01 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti de l'usage d'une carte ouvrant droit à des avantages commerciaux et prom […]	//www.senat.fr/amendements/2013-2014/283/Amdt_47.html	juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 311-17 du code de la consommation est ainsi rédigé » : réécriture entière et nommée.	« L'article L. 311-17... est ainsi rédigé : « Art. L. 311-17. – ... » » : réécriture nommée.		2026-09-26
juste	34515dff8501ac2d	senat	167	Adopté	M. COINTAT	L121-91-1	1	oui	visee	senat/leg-pjl13-283.html	9 bis	Article 9 bis	Article 9 bis Après l'article L. 121-91 du code de la consommation, il est inséré un article L. 121-91-1 ainsi rédigé : « Art. L. 121-91-1 . - Le fournisseur d'électricité et de gaz naturel est tenu	Rédiger ainsi cet article : I. – Le code de la consommation est ainsi modifié : 1° Après l'article L. 121-84-11, il est inséré un article L. 121-84-12 ainsi rédigé : « Art. L. 121-84-12. - Le fournisseur de téléphonie fixe et mobile et d'accès à internet est tenu de proposer le paiement par chèque et un mode de paiement en espèces dans les conditions prévues par le code monétaire et financier. Il est tenu d'offrir gr […]	L121-91-1 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Le fournisseur d'électricité et de gaz naturel est tenu d'offrir gratuitement à tous ses clients la possibilité de payer ses factures par mandat compte.	//www.senat.fr/amendements/2013-2014/283/Amdt_167.html	juste		sonnet-juge-a	sonnet-juge-b		Le I 2° insère « après l'article L. 121-91, un article L. 121-91-1 ainsi rédigé » au mot pour mot du fonds : L. 121-91 est l'ancre, L. 121-91-1 la cible créée par le dispositif.	Le dispositif complet (amendement id 122306) insère en 2° « Art. L. 121-91-1. - Le fournisseur d'électricité et de gaz naturel... », identique au fonds — la fenêtre tronquée ne montrait que le 1° sur la téléphonie.		2026-09-26
juste	347828cfc17368de	assemblee	176	Non soutenu	M. Gabriel Serville	L423-17	17	oui	visee	assemblee/14-ta-commission-r1156-a0.asp	1er	ART. PREMIER	« Modalités spécifiques à l’action de groupe intervenant dans le domaine de la concurrence « Art. L. 423-10. – Lorsque les manquements reprochés au professionnel par les requérants portent sur le res	Rédiger ainsi les alinéas 39 à 41 « Action de groupe intervenant dans le domaine de la concurrence « Art. L. 423‑10. – Lorsque les manquements reprochés au professionnel par les requérants portent sur le respect des règles définies au titre II du livre IV du code de commerce ou des articles 101 et 102 du traité sur le fonctionnement de l’Union européenne, l’action visée à l’article L. 423‑1 peut être engagée devant l […]	L423-17 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Lorsque les manquements reprochés au professionnel portent sur le respect des règles définies au titre II du livre IV du code de commerce ou des articles 101 et 102 du traité sur le fonctionnement de l'Union européenne, la responsabilité du professionnel  […]		juste		sonnet-juge-a	sonnet-juge-b		Réécrit les alinéas 39 à 41 sous « Art. L. 423-10 », contenu correspondant au fonds L423-17 : ancien numéro modifié.	Le dispositif complet (amendement id 24041) réécrit « Art. L. 423-10 » et se termine par « réputés établis de manière irréfragable pour l'application de l'article L. 423-3 », phrase que le fonds L.423-17 reprend mot pour mot.		2026-09-26
juste	3620da36ecf4954f	assemblee	900	Rejeté	Mme Michèle Bonneton	L111-3	7	non	visee	assemblee/14-ta-commission-r1156-a0.asp	4	ART. 4	de prévoyance et unions régies par le titre III du livre IX du code de la sécurité sociale. « Art. L. 111-3. – Le fabricant ou l’importateur de biens meubles doit informer le vendeur professionnel de	Rédiger ainsi les alinéas 12 et 13 : « Art. L 111‑3. – À compter du 1er janvier 2015, le fabricant ou l’importateur est tenu de fournir au consommateur les pièces détachées et les notices indispensables à la réparation et à l’utilisation du bien vendu. Les pièces détachées sont disponibles sur le marché dans un délai d’un mois et sur une période minimale de dix ans à compter de la mise sur le marché du bien. « Cette  […]	L111-3 (1993-07-27) — écrit par la loi du dossier, 2014-06-14 : Le fabricant ou l'importateur de biens meubles informe le vendeur professionnel de la période pe […] ‖ avant, 2010-07-25 : Les articles L. 111-1 et L. 111-2 s'appliquent sans préjudice des dispositions plus favorables aux consommateurs qui soumettent certaines activités […]		juste		sonnet-juge-a	sonnet-juge-b		« Rédiger ainsi les alinéas 12 et 13 : Art. L 111-3. – À compter du 1er janvier 2015... » : modification directe et nommée, malgré le rejet.	« Rédiger ainsi les alinéas 12 et 13 : « Art. L 111-3. – ... » » : réécriture nommée.		2026-09-26
juste	36b8cf5e558a94b1	senat	62 rect.	Rejeté	M. LOZACH	L223-5	13	oui	visee	senat/leg-ppl24-469.html	3	Article 3	articles L. 223-2 à L. 223-4 sont abrogés ;  a ter) Au début du premier alinéa de l’article L. 223-5, les mots : « Les interdictions prévues aux articles L. 223-1 et L. 223-3 ne s’appliquent » son	Après l’alinéa 22 Insérer un alinéa ainsi rédigé : …) Le premier alinéa de l’article L. 223-5 est complété par les mots : « ainsi que de produits mis en vente par les entreprises labellisées Entreprises du patrimoine vivant (EPV) » ;	L223-5 (2016-07-01) — écrit par la loi du dossier, 2026-08-11 : L'interdiction prévue à l'article L. 223-1 ne s'applique pas à la prospection en vue de la fourn […] ‖ avant, 2020-07-26 : Les interdictions prévues aux articles L. 223-1 et L. 223-3 ne s'appliquent pas à la prospection en vue de la fourniture de journaux, de périodique […]	//www.senat.fr/amendements/2024-2025/469/Amdt_62.html	juste		sonnet-juge-a	sonnet-juge-b		« Le premier alinéa de l'article L. 223-5 est complété par les mots » : modification directe.	« Le premier alinéa de l'article L. 223-5 est complété par les mots... » : complète A nommément.		2026-09-26
juste	3d34c702be9e1a70	assemblee	1842	Non soutenu	M. Pascal Cherki	L423-6	1	oui	visee	assemblee/14-ta-commission-r2498-a0.asp	11 ter	ART. 11 TER	pplicable au Département de Mayotte. » Article 11 ter (nouveau) La première phrase de l’article L. 423-6 du code de la consommation est complétée par les mots : « ou sur un compte ouvert par un avocat	Rédiger ainsi cet article : « L'article L. 423-6 du code de la consommation est ainsi rédigé : « Art. L. 423‑6. – Sous réserve des dispositions législatives applicables aux maniements de fonds par des professionnels réglementés, toute somme reçue par l’association au titre de l’indemnisation des consommateurs lésés est immédiatement versée en compte de dépôt à la Caisse des dépôts et consignations. « Ce compte ne peu […]	L423-6 (2014-03-19) — écrit par la loi du dossier, 2015-08-08 : Toute somme reçue par l'association au titre de l'indemnisation des consommateurs lésés est immé […] ‖ avant, 2014-03-19 : Toute somme reçue par l'association au titre de l'indemnisation des consommateurs lésés est immédiatement versée en compte de dépôt à la Caisse des […]		juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 423-6 du code de la consommation est ainsi rédigé » : réécriture entière et nommée.	« L'article L. 423-6... est ainsi rédigé : « Art. L. 423-6. – ... » » : réécriture nommée.		2026-09-26
juste	3f4da5c10c659389	assemblee	206	Non soutenu	Mme Laure de La Raudière	L311-17	1	oui	visee	assemblee/14-ta-commission-r1574-a0.asp	19 ter	ART. 19 TER	roit. » II. – (Non modifié) Article 19 bis A (Suppression maintenue) Article 19 ter L’article L. 311-17 du code de la consommation est ainsi rédigé : « Art. L. 311-17. – Lorsque le crédit renouvelab	Substituer aux alinéas 2 à 5 l’alinéa suivant : « Art. L. 311‑17. – Aucun crédit renouvelable ne peut être associé à une carte ouvrant droit à des avantages commerciaux et promotionnels ou à une carte de paiement. ».	L311-17 (1993-07-27) — écrit par la loi du dossier, 2014-12-18 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti d'une carte ouvrant  […] ‖ avant, 2011-05-01 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti de l'usage d'une carte ouvrant droit à des avantages commerciaux et prom […]		juste		sonnet-juge-a	sonnet-juge-b		Substitue aux alinéas 2 à 5 une nouvelle rédaction de « Art. L. 311-17 ».	Substitue aux alinéas 2 à 5 la même nouvelle rédaction de « Art. L. 311-17 ».		2026-09-26
juste	4120db17304a6495	assemblee	2	Adopté	M. Razzy Hammadi	L121-34	46	oui	visee	assemblee/14-ta-commission-r1574-a0.asp	5	ART. 5	’avoir signée et acceptée par écrit ou avoir donné son consentement par voie électronique. « Art. L. 121-20-1. – Le consommateur qui ne souhaite pas faire l’objet de prospection commerciale par voie t	I. - Supprimer les alinéas 70 à 77 et l’alinéa 129 ; II. – A l’alinéa 78, remplacer la référence « L. 121-20-2 » par la référence « L. 121-20-1 » ; III. – A l’alinéa 79, remplacer la référence « L. 121-20-3 » par la référence « L. 121-20-2 » ; IV. - Compléter l’article 5 par les alinéas suivants : « III. – La section 4 du même chapitre Ier est ainsi rédigé : « Section 4 « Régime d’opposition au démarchage téléphoniqu […]	L121-34 (1993-07-27) — écrit par la loi du dossier, 2014-06-14 : Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphoni […] ‖ avant, 1993-07-27 : Les règles relatives aux ventes directes aux consommateurs ainsi qu'à la commercialisation des productions déclassées sont fixées par l'article 39  […]		juste		sonnet-juge-a	sonnet-juge-b		Le IV « Complète l'article 5 » par une section entièrement rédigée dont « Art. L. 121-34 » reprend mot pour mot le fonds : L. 121-34 est la cible créée, non une ancre.	Le dispositif complet (amendement id 26355) rédige en IV « Art. L. 121-34. – Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique... », identique mot pour mot au fonds — la fenêtre tronquée ne montrait que les renumérotations amont.		2026-09-26
juste	416990df8d55209a	assemblee	585	Rejeté	M. Thierry Benoit	L311-17	1	oui	visee	assemblee/14-ta-commission-r1156-a0.asp	19 ter	ART. 19 TER	cle 19 ter (nouveau) À la première phrase du premier alinéa et au deuxième alinéa de l’article L. 311-17 du code de la consommation, les mots : « commerciaux et promotionnels » sont remplacés par les	Rédiger ainsi cet article : « L’article L. 311‑17 du code de la consommation est ainsi rédigé : « Art. L. 311‑17. – Aucun crédit renouvelable ne peut être associé à une carte ouvrant droit à des avantages commerciaux et promotionnels ou à une carte de paiement. ».	L311-17 (1993-07-27) — écrit par la loi du dossier, 2014-12-18 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti d'une carte ouvrant  […] ‖ avant, 2011-05-01 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti de l'usage d'une carte ouvrant droit à des avantages commerciaux et prom […]		juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 311-17 ... est ainsi rédigé » : réécriture entière et nommée.	« L'article L. 311-17... est ainsi rédigé : « Art. L. 311-17. – ... » » : réécriture nommée.		2026-09-26
juste	4195c6820864faa2	assemblee	35	Adopté	Mme Delphine Batho	L223-1	6	oui	visee	assemblee/dyn-17-textes-l17b0447_proposition-loi	3	ART. 3	si modifié : 1° Le titre II du livre II est ainsi modifié : a) Au troisième alinéa de l’article L. 223-1, après le mot : « vue », sont insérés les mots : « de leur adaptation au vieillissement ou au h	Substituer aux alinéas 8 à 13 les 18 alinéas suivants : « 1° La seconde phrase du premier alinéa de l’article L. 221‑16 est supprimée ; « 2° Le chapitre III du titre II du livre II est ainsi modifié : « a) Au début de l’intitulé, le mot : « Opposition » est remplacé par le mot : « Consentement » ; « b) L’article L. 223‑1 est ainsi modifié : « – les deux premiers alinéas sont remplacés par trois alinéas ainsi rédigés  […]	L223-1 (2016-07-01) — écrit par la loi du dossier, 2026-08-11 : Il est interdit de démarcher par téléphone, directement ou par l'intermédiaire d'un tiers agissa […] ‖ avant, 2020-07-26 : Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique peut gratuitement s'inscrire sur une liste d'opp […]		juste		sonnet-juge-a	sonnet-juge-b		« b) L'article L. 223-1 est ainsi modifié » : plusieurs alinéas explicitement réécrits.	Le dispositif complet (amendement id 104516) : « L'article L. 223-1 est ainsi modifié : les deux premiers alinéas sont remplacés par... « Il est interdit... de démarcher téléphoniquement... » » : modifie A nommément, contenu proche du fonds.		2026-09-26
juste	43d82b2575d5e8f4	senat	53 rect. ter	Retiré	Mme JOSENDE	L223-5	13	oui	visee	senat/leg-ppl24-469.html	3	Article 3	articles L. 223-2 à L. 223-4 sont abrogés ;  a ter) Au début du premier alinéa de l’article L. 223-5, les mots : « Les interdictions prévues aux articles L. 223-1 et L. 223-3 ne s’appliquent » son	Après l’alinéa 22 Insérer un alinéa ainsi rédigé : …) Le premier alinéa de l’article L. 223‑5 est complété par les mots : « ainsi que de denrées alimentaires et de produits destinés à l’alimentation des animaux de compagnie dans le cadre d’une livraison alimentaire à domicile » ;	L223-5 (2016-07-01) — écrit par la loi du dossier, 2026-08-11 : L'interdiction prévue à l'article L. 223-1 ne s'applique pas à la prospection en vue de la fourn […] ‖ avant, 2020-07-26 : Les interdictions prévues aux articles L. 223-1 et L. 223-3 ne s'appliquent pas à la prospection en vue de la fourniture de journaux, de périodique […]	//www.senat.fr/amendements/2024-2025/469/Amdt_53.html	juste		sonnet-juge-a	sonnet-juge-b		« Le premier alinéa de l'article L. 223-5 est complété par les mots » : modification directe.	« Le premier alinéa de l'article L. 223-5 est complété par les mots... » : complète A nommément.		2026-09-26
juste	45551a1333ab0270	senat	22 rect.	Retiré	M. BONHOMME	L223-5	2	oui	visee	senat/leg-ppl19-464.html	1er bis	Article 1er bis	nique est reconductible tacitement sont déterminées par décret. » ;  2° (nouveau) L’article L. 223-5 est complété par un alinéa ainsi rédigé :  « Un décret, pris après avis du Conseil national	I. – Après l’alinéa 1 Insérer un alinéa ainsi rédigé : …° Au premier alinéa de l’article L. 223–1, après le mot : « commerciale », sont insérés les mots : « ni être contacté par un institut d’études ou de sondage ou un organisme caritatif » ; II. – Alinéas 11 et 12 Remplacer ces alinéas par un alinéa ainsi rédigé : L’article L. 223‑5 est abrogé.	L223-5 (2016-07-01) — écrit par la loi du dossier, 2020-07-26 : Les interdictions prévues aux articles L. 223-1 et L. 223-3 ne s'appliquent pas à la prospection […] ‖ avant, 2016-07-01 : Les interdictions prévues aux articles L. 223-1 et L. 223-3 ne s'appliquent pas à la prospection en vue de la fourniture de journaux, de périodique […]	//www.senat.fr/amendements/2019-2020/464/Amdt_22.html	juste		sonnet-juge-a	sonnet-juge-b		Le II « L'article L. 223-5 est abrogé » : abrogation nommée, une modification au sens de la définition.	Le II du dispositif dit « L'article L. 223-5 est abrogé » : abroge A nommément, malgré un I qui vise par ailleurs L.223-1.		2026-09-26
juste	45d548cd8ae77bf3	assemblee	89	Rejeté	M. Nicolas Sansu	L312-8	8	non	visee	assemblee/14-ta-commission-r1091-a0.asp	18	ART. 18	proposées. Un arrêté fixe le format de cette fiche ainsi que son contenu. » ; 4° bis L’article L. 312-8 est complété par un alinéa ainsi rédigé : « Dans les cas où l’emprunteur présente un autre cont	Après l’alinéa 20, insérer les deux alinéas suivants : « 4° bis A Le 4° de l’article L. 312‑8 est ainsi rédigé : « 4° Énonce les assurances et, en donnant une évaluation de leur coût, les stipulations et les sûretés réelles ou personnelles exigées, qui conditionnent la conclusion du prêt ; » ;» .	L312-8 (1993-07-27) — écrit par la loi du dossier, 2010-09-01 : L'offre définie à l'article précédent : 1° Mentionne l'identité des parties, et éventuellement d […] ‖ avant, 2008-01-05 : L'offre définie à l'article précédent : 1° Mentionne l'identité des parties, et éventuellement des cautions déclarées ; 2° Précise la nature, l'obj […]		juste		sonnet-juge-a	sonnet-juge-b		« Le 4° de l'article L. 312-8 est ainsi rédigé » : modification directe et nommée.	« Le 4° de l'article L. 312-8 est ainsi rédigé... » : modifie A nommément.		2026-09-26
juste	480688aecbe1b8da	senat	127 rect. bis	Retiré	M. MÉZARD	L311-17	1	oui	visee	senat/leg-pjl12-810.html	19 ter	Article 19 ter	19 ter (Non modifié) À la première phrase du premier alinéa et au deuxième alinéa de l'article L. 311-17 du code de la consommation, les mots : « commerciaux et promotionnels » sont remplacés par les	Rédiger ainsi cet article : L'article L. 311-17 du code de la consommation est ainsi rédigé : « Art. L. 311-17. - Aucun crédit renouvelable ne peut être associé à une carte ouvrant droit à des avantages commerciaux et promotionnels ou à une carte de paiement. »	L311-17 (1993-07-27) — écrit par la loi du dossier, 2014-12-18 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti d'une carte ouvrant  […] ‖ avant, 2011-05-01 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti de l'usage d'une carte ouvrant droit à des avantages commerciaux et prom […]	//www.senat.fr/amendements/2012-2013/810/Amdt_127.html	juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 311-17 du code de la consommation est ainsi rédigé » : réécriture entière et nommée.	« L'article L. 311-17... est ainsi rédigé : « Art. L. 311-17. - ... » » : réécriture nommée.		2026-09-26
juste	4c6f5b0cadaa2bf1	senat	15	Rejeté	M. SUEUR	L223-1	1	oui	visee	senat/leg-ppl19-464.html	5	Article 5	. . . Article 5 (Non modifié) Après le mot : « liste », la fin du second alinéa de l’article L. 223-1 du code de la consommation est ainsi rédigée : « , sauf lorsqu’il s’agit de sollicitations inte	Rédiger ainsi cet article : Après le mot : « liste », la fin du second alinéa de l’article L. 223‑1 du code de la consommation est ainsi rédigée : « , sauf lorsqu’il s’agit de sollicitations ayant un lien direct avec l’objet d’un contrat en cours ».	L223-1 (2016-07-01) — écrit par la loi du dossier, 2020-07-26 : Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphoniq […] ‖ avant, 2016-07-01 : Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique peut gratuitement s'inscrire sur une liste d'opp […]	//www.senat.fr/amendements/2019-2020/464/Amdt_15.html	juste		sonnet-juge-a	sonnet-juge-b		« la fin du second alinéa de l'article L. 223-1 ... est ainsi rédigée » : modification directe et nommée.	« Après le mot : « liste »..., la fin du second alinéa de l'article L. 223-1... est ainsi rédigée » : modifie A nommément.		2026-09-26
juste	4c7b0e8b769174d2	senat	35	Retiré	Mme EVRARD	L313-31	1	oui	visee	senat/leg-ppl21-368.html	4	Article 4	érés les mots : « sur une durée de huit ans et ». Article 4 Au troisième alinéa de l’article L. 313-31 du code de la consommation, après le mot : « avenant », sont insérés les mots : « , dans un dé	Rédiger ainsi cet article : Le code de la consommation est ainsi modifié : 1° L’article L. 313‑31 est ainsi modifié : a) Le deuxième alinéa est ainsi modifié : - les mots : « du deuxième alinéa de l’article L. 113‑12 du codes des assurances, » sont supprimés ; - les mots : « même code » sont remplacés par les mots : « code des assurances » ; - les mots : « des premier ou troisième alinéas » sont remplacés par les mot […]	L313-31 (2016-07-01) — écrit par la loi du dossier, 2022-06-01 : Si l'offre mentionnée à l'article L. 313-24 a été émise, le prêteur informe l'emprunteur sur su […] ‖ avant, 2020-12-01 : Si l'offre mentionnée à l'article L. 313-24 a été émise, le prêteur informe l'emprunteur sur support papier ou tout autre support durable de sa déc […]	//www.senat.fr/amendements/2021-2022/368/Amdt_35.html	juste		sonnet-juge-a	sonnet-juge-b		« 1° L'article L. 313-31 est ainsi modifié : a) ... b) ... » : modification directe et nommée.	Le dispositif complet (amendement id 144901) : « L'article L. 313-31 est ainsi modifié : a) Le deuxième alinéa est ainsi modifié... » : modifie A nommément.		2026-09-26
