verdict	cle	chambre	amendement	sort	auteur	dossier	article	segment	longueur_fenetre	vise	nb_segments_fenetre	fenetre	dispositif	segment_texte	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	7efcd1d699eccbb4	senat	382 rect. bis	Adopté	Mme LÉTARD	JORFDOLE000027383756	L121-91-1	LEGIARTI000028742102:0	60	non : L121-84	1	st tenu d'offrir gratuitement à tous ses clients la possibil	Après l’article 9 Insérer un article additionnel ainsi rédigé : I. - Après l’article L. 121‑84‑11 du code de la consommation, il est inséré un article L. 121‑84‑12 ainsi rédigé : « Art. L. 121-84‑12. - Le fournisseur de téléphonie fixe et mobile et d’accès à internet est tenu de proposer le chèque et un mode de paiement en espèces dans les conditions prévues par le code monétaire et financier. Il  […]	Le fournisseur d'électricité et de gaz naturel est tenu d'offrir gratuitement à tous ses clients la possibilité de payer ses factures par mandat compte.	//www.senat.fr/amendements/2012-2013/810/Amdt_382.html		juste	opus-arbitre (arbitrage)		opus-arbitre	le verdict manuel de docs/21 avait rendu « faux »		L'amendement 382 rect. bis, adopté, écrit en son II l'article L. 121-91-1 mot pour mot comme l'alinéa jugé. Le verdict de docs/21 portait sur la fenêtre, prise dans le passage jumeau de la téléphonie ; l'arête est juste (docs/49 § 6, docs/55 § 3).	2026-09-24
juste	803307588e60d6f2	senat	152 rect. bis	Adopté	Mme LIENEMANN	JORFDOLE000026795365	L331-3-1	LEGIARTI000027860258:3	60	sans visée	2	le déblocage des allocations de logement s'effectue dans les	I. – Alinéas 7 et 8 Remplacer ces alinéas par trois alinéas ainsi rédigés : - la première phrase est complétée par les mots : « et aux allocations de logement » ; - la seconde phrase est ainsi rédigée : « Le déblocage des allocations de logement s’effectue dans les conditions prévues aux articles L. 542‑7‑1 et L. 831‑8 du code de la sécurité sociale. » ; II. – Alinéa 10 1° Première phrase Remplace […]	La décision déclarant la recevabilité de la demande emporte rétablissement des droits à l'aide personnalisée au logement et aux allocations de logement. Le déblocage des allocations de logement s'effectue dans les conditions prévues aux articles L. 542-7-1 et L. 831-8 du code de la sécurité sociale.	//www.senat.fr/amendements/2012-2013/423/Amdt_152.html									
juste	803a5fdc6c46f6e7	assemblee	306	Adopté	M. Philippe Kemel	JORFDOLE000026795365	L331-2	LEGIARTI000027805390:1	60	sans visée	1	rence à la quotité saisissable du salaire telle qu'elle résu	Le code de la consommation est ainsi modifié : I. – À la dernière phrase du premier alinéa de l’article L. 330‑1, après le mot : « principale » sont insérés les mots : « et que la valeur estimée de celle-ci à la date du dépôt du dossier de surendettement soit égale ou supérieure au montant de l’ensemble des dettes non professionnelles exigibles et à échoir ». II. – L’article L. 331‑2 est complété  […]	Le montant des remboursements résultant de l'application des articles L. 331-6, L. 331-7 ou L. 331-7-1 est fixé, dans des conditions précisées par décret, par référence à la quotité saisissable du salaire telle qu'elle résulte des articles L. 3252-2 et L. 3252-3 du code du travail, de manière à ce qu'une partie des ressources nécessaire aux dépenses courantes du ménage lui soit réservée par priori […]										
juste	810ad44e98864338	assemblee	405	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L141-1	LEGIARTI000028748275:32	60	sans visée	1	èglement (ue) n° 260/2012 du parlement européen et du consei	Après l’alinéa 24, insérer les deux alinéas suivants : « 14° Des points 1 et 2 de l’article 3 du règlement (CE) n° 924/2009 du Parlement européen et du Conseil du 16 septembre 2009 concernant les paiements transfrontaliers dans la Communauté et abrogeant le règlement (CE) n° 2560/2001 ; « 15° Du d) du point 3 et du point 8 de l’article 5, de l’article 8 et de l’article 16 du règlement (UE) n° 260/ […]	15° Du d du 3, du 8 de l'article 5 et des articles 8 et 16 du règlement (UE) n° 260/2012 du Parlement européen et du Conseil, du 14 mars 2012, établissant des exigences techniques et commerciales pour les virements et les prélèvements en euros et modifiant le règlement (CE) n° 924/2009.										
juste	82168a4201444906	assemblee	28	Adopté	M. Arnaud Leroy	JORFDOLE000031978450	L412-6	LEGIARTI000032744957:0	60	sans visée	1	cle 38 du règlement (ue) n° 1379/2013 du parlement européen	I. - À la première phrase de l’alinéa 2, après le mot :« support »,insérer les mots :« la zone de pêche ou ».II. - Rédiger ainsi la seconde phrase du même alinéa :« La zone de pêche ou le pays d’origine est déterminé dans les conditions prévues par l’article 38 du règlement (UE) n° 1379/2013 du Parlement européen et du Conseil du 11 décembre 2013 portant organisation commune des marchés dans le se […]	Les personnes ou les entreprises qui transforment ou distribuent des produits alimentaires dans le cadre d'une activité de restauration commerciale ou collective ou de vente à emporter de plats préparés, permanente ou occasionnelle, principale ou accessoire, peuvent préciser sur leurs cartes ou sur tout autre support la zone de capture ou de production des produits aquatiques qu'ils proposent. La  […]										
juste	82769b5ce2b3df74	assemblee	44	Adopté	M. Frédéric Barbier	JORFDOLE000027383756	L121-42	LEGIARTI000028744497:1	60	sans visée	1	mis à la disposition des consommateurs sous la forme d'un ac	À la seconde phrase de l’alinéa 5, substituer aux mots : « mutualisé par les professionnels mentionnés au premier alinéa sous la forme d’un outil dédié aux numéros d’appel et d’un autre outil » les mots : « mis à la disposition des consommateurs sous la forme d’un accès unique dédié aux numéros d’appel et d’un accès unique ».	L'outil mentionné au premier alinéa permet aux consommateurs d'obtenir les informations prévues au même alinéa pendant une période qui ne peut être inférieure à douze mois à compter de la date d'achat du produit ou du service. Il est mis à la disposition des consommateurs sous la forme d'un accès unique dédié aux numéros d'appel et d'un accès unique dédié aux numéros de messages textuels.										
juste	82938b8bb701fd51	assemblee	30	Adopté	M. Jean-Louis Bricout	JORFDOLE000027383756	L121-106	LEGIARTI000028741258:0	60	sans visée	1	x contrats souscrits par un consommateur ayant pour objet la	I. – Après l’alinéa 35, insérer les vingt-cinq alinéas suivants : « Section 17 « Contrats relatifs au gaz de pétrole liquéfié « Art. L. 121‑105. – Les dispositions de la présente section s’appliquent aux contrats souscrits par un consommateur ayant pour objet la fourniture de gaz de pétrole liquéfié en vrac, la mise à disposition ou la vente de matériels de stockage de gaz de pétrole liquéfié en v […]	La présente section s'applique aux contrats souscrits par un consommateur ayant pour objet la fourniture de gaz de pétrole liquéfié en vrac, la mise à disposition ou la vente de matériels de stockage de gaz de pétrole liquéfié en vrac d'un poids supérieur à 50 kilogrammes ou l'entretien de tels matériels.										
juste	84c08f4e5c6b640b	senat	565 rect.	Adopté	M. MARCHAND	JORFDOLE000038746653	L441-3	LEGIARTI000041556395:2	60	sans visée	1	la réparabilité du produit est considérée comme une des cara	Après l'article 4 ter Insérer un article additionnel ainsi rédigé : Après l’article L. 213‑4‑1 du code de la consommation, il est inséré un article L. 213‑4‑1‑... ainsi rédigé : « Art. L. 213‑4‑1‑…. – Toute technique, y compris logicielle, par laquelle un metteur sur le marché vise à rendre impossible la réparation ou le reconditionnement d’un appareil hors de ses circuits agréés est interdite. «  […]	La réparabilité du produit est considérée comme une des caractéristiques essentielles du bien ou du service tel que défini aux articles L. 111-1 à L. 111-7 du présent code.	//www.senat.fr/amendements/2018-2019/728/Amdt_565.html									
juste	8537d1256ca893b7	senat	426	Adopté	M. LEMOYNE	JORFDOLE000046027237	L241-3-1	LEGIARTI000046190202:0	60	sans visée	1	passible d'une amende administrative dont le montant ne peu	I. – Alinéas 1 à 6 Remplacer ces alinéas par quatorze alinéas ainsi rédigés : I. – Le code de la consommation est ainsi modifié : 1° Le chapitre V du titre I er du livre II est ainsi modifié : a) Le titre est ainsi rédigé : « Reconduction et modalités de résiliation des contrats » ; b) Après l’article L. 215‑1, il est inséré un article L. 215‑1‑1, ainsi rédigé : « Art. L. 215‑1‑1. – Lorsqu’un cont […]	Tout manquement aux dispositions de l'article L. 215-1-1 relatives aux modalités de résiliation par voie électronique des contrats est passible d'une amende administrative dont le montant ne peut excéder 15 000 € pour une personne physique et 75 000 € pour une personne morale.	//www.senat.fr/amendements/2021-2022/828/Amdt_426.html									
juste	87c44f0a408a6652	senat	2171	Adopté	LE GOUVERNEMENT	JORFDOLE000043113774	L315-2	LEGIARTI000043977232:2	60	sans visée	1	ut définir les conditions dans lesquelles les établissements	I. – Alinéa 2 Rédiger ainsi cet alinéa : « 4° Les prêts avance mutation définis à l’article L. 315‑2 du code de la consommation et destinés à la réalisation de travaux permettant d’améliorer la performance énergétique du logement. La garantie ne peut couvrir la totalité du prêt et des intérêts. Le décret mentionné au IV fixe notamment des conditions de ressources pour les personnes bénéficiant de  […]	Un décret en Conseil d'Etat peut définir les conditions dans lesquelles les établissements prêteurs peuvent prévoir une durée à l'issue de laquelle l'amortissement des prêts avance mutation mentionnés au premier alinéa du présent article est initié si la mutation du bien n'a pas eu lieu avant cette date.	//www.senat.fr/amendements/2020-2021/667/Amdt_2171.html									
juste	8a7b4a175ebcc58d	assemblee	236	Adopté	M. Damien Abad	JORFDOLE000027383756	L111-3	LEGIARTI000028747406:2	60	sans visée	1	un décret précise les modalités et conditions d'application	Après l’alinéa 13, insérer l’alinéa suivant : « Un décret précise les modalités et conditions d’application du présent article. ».	Un décret précise les modalités et conditions d'application du présent article.										
juste	8b0f2431ef8d7c5a	senat	8	Adopté	M. Martial BOURQUIN	JORFDOLE000032669047	L313-30	LEGIARTI000034072799:0	60	sans visée	1	ou qu'il fait usage du droit de résiliation annuel mentionné	Après l’article 4 Insérer un article additionnel ainsi rédigé : I. – Le code de la consommation est ainsi modifié : 1° L’article L. 313‑30 est ainsi modifié : a) Le premier alinéa est complété par les mots et une phrase ainsi rédigée : « ou qu’il fait usage du droit de résiliation annuel mentionné au deuxième alinéa de l’article L. 113‑12 du code des assurances ou au premier alinéa de l’article L. […]	Jusqu'à la signature par l'emprunteur de l'offre mentionnée à l'article L. 313-24, le prêteur ne peut pas refuser en garantie un autre contrat d'assurance dès lors que ce contrat présente un niveau de garantie équivalent au contrat d'assurance de groupe qu'il propose. Il en est de même lorsque l'emprunteur fait usage du droit de résiliation mentionné au premier alinéa de l'article L. 113-12-2 du c […]	//www.senat.fr/amendements/2016-2017/190/Amdt_8.html									
juste	8d78227579d70868	senat	691	Adopté	M. Martial BOURQUIN	JORFDOLE000027383756	L121-37	LEGIARTI000028749202:2	60	oui	1	a mention suivante : le règlement des opérations est adressé	Alinéas 8 à 11 Remplacer ces alinéas par six alinéas ainsi rédigés : I bis. – Les articles L. 121-36 et L. 121-37 du code de la consommation sont ainsi rédigés : « Art. L. 121-36. - Les pratiques commerciales, mises en œuvre par les professionnels sous la forme d'opérations promotionnelles, tendant à faire naître l'espérance d'un gain attribué à chacun des participants, quelles que soient les moda […]	"Ils reproduisent également la mention suivante : "" Le règlement des opérations est adressé, à titre gratuit, à toute personne qui en fait la demande "". Ils précisent l'adresse à laquelle peut être envoyée cette demande ainsi que le nom de l'officier ministériel auprès de qui ledit règlement a été déposé."	//www.senat.fr/amendements/2012-2013/810/Amdt_691.html									
juste	8dc7fcbadb64b922	senat	174	Adopté	M. GONTARD	JORFDOLE000038746653	L120-2	LEGIARTI000041557387:2	60	sans visée	1	hage en magasin informe le consommateur final sur les règles	Après l'article 5 Insérer un article additionnel ainsi rédigé : Le titre II du livre I er du code de la consommation est ainsi modifié : 1° À l’intitulé, les mots : « interdites et pratiques commerciales règlementées » sont supprimés ; 2° Il est jouté un chapitre ainsi rédigé : « Chapitre ... « Pratiques commerciales encouragées « Section ... « Vente de produits non pré‑emballés « Art. L. …. ‑ Dan […]	Un affichage en magasin informe le consommateur final sur les règles de nettoyage et d'aptitude des contenants réutilisables.	//www.senat.fr/amendements/2018-2019/728/Amdt_174.html									
juste	8dcf0eb4a410ba52	assemblee	305	Adopté	M. François Brottes	JORFDOLE000027383756	L121-92-1	LEGIARTI000028742188:0	60	sans visée	1	bénéficient de la tarification spéciale produit de première	"À la fin de l’alinéa 4, substituer aux mots : « se trouvent en état de fragilité eu égard notamment à leurs ressources » les mots : « bénéficient de la tarification spéciale "" produit de première nécessité "" de l’électricité ou du tarif spécial de solidarité du gaz naturel »."	"Aucuns frais liés au rejet de paiement ne peuvent être imputés par un fournisseur d'électricité et de gaz naturel aux personnes physiques n'agissant pas pour des besoins professionnels qui bénéficient de la tarification spéciale ""produit de première nécessité"" de l'électricité ou du tarif spécial de solidarité du gaz naturel."										
juste	8df5c7b2919f9241	senat	390	Adopté	LE GOUVERNEMENT	JORFDOLE000017760141	L332-10	LEGIARTI000006292582:1	60	oui	1	ugement qui arrête le plan le rend opposable à tous. la duré	Rédiger comme suit le texte proposé par le V de cet article pour insérer un article L-332-10 dans le code de la consommation : « Art. L. 332-10 – A titre exceptionnel, si, au vu du rapport du mandataire, le juge estime que la liquidation judiciaire peut être évitée, il établit, suivant les propositions du mandataire, un plan comportant, le cas échéant, les mesures visées à l'article L.331-7. « Le  […]	Le jugement qui arrête le plan le rend opposable à tous. La durée du plan est fixée par le juge. Elle ne peut excéder dix ans. En cas d'inexécution du plan, le juge en prononce la résolution.	//www.senat.fr/amendements/2002-2003/398/Amdt_390.html									
juste	8f63e0485b2edd80	senat	156 rect.	Adopté	Mme DINI	JORFDOLE000026795365	L331-3	LEGIARTI000027783302:9	60	oui	1	dans chaque département, le conseil général et la caisse d'a	Après l'article 22 bis Insérer un article additionnel ainsi rédigé : ﻿﻿﻿﻿﻿﻿Le septième alinéa du II de l'article L. 331-3 du code de la consommation est complété par une phrase ainsi rédigée : ﻿« Dans chaque département, le conseil général et la caisse d'allocations familiales désignent, chacun pour ce qui le concerne, un correspondant en vue de favoriser la coordination de leurs actions avec cell […]	A tout moment de la procédure, si la situation du débiteur l'exige, la commission l'invite à solliciter une mesure d'aide ou d'action sociale qui peut comprendre un programme d'éducation budgétaire, et notamment une mesure d'accompagnement social personnalisé, dans les conditions prévues par le livre II du code de l'action sociale et des familles. Dans chaque département, le conseil général et la  […]	//www.senat.fr/amendements/2012-2013/423/Amdt_156.html									
juste	8fb4ec50fa0ef274	assemblee	40	Adopté	M. Frédéric Barbier	JORFDOLE000027383756	L121-42	LEGIARTI000028744497:7	60	sans visée	1	présent article s'applique sans préjudice des autres causes	Substituer à l’alinéa 8 les cinq alinéas suivants : « L’opérateur mentionné au premier alinéa prévoit dans le contrat avec l’abonné auquel il affecte un numéro à valeur ajoutée, sous peine de résiliation, que l’abonné l’informe de toute modification concernant son identité et son adresse, lesquelles doivent figurer dans le contrat. « Ce même contrat prévoit également, sous peine de la suspension d […]	Le présent article s'applique sans préjudice des autres causes légales ou contractuelles de suspension ou de résiliation, notamment déontologiques.										
juste	8ffe9a6e5390f235	senat	158 rect.	Adopté	Mme DINI	JORFDOLE000026795365	L331-3-1	LEGIARTI000027860258:3	60	sans visée	2	le déblocage des allocations de logement s'effectue dans les	I. – Alinéas 7 et 8 Remplacer ces alinéas par trois alinéas ainsi rédigés : - la première phrase est complétée par les mots : « et aux allocations de logement » ; - la seconde phrase est ainsi rédigée : « Le déblocage des allocations de logement s’effectue dans les conditions prévues aux articles L. 542‑7‑1 et L. 831‑8 du code de la sécurité sociale. » ; II. – Alinéa 10 1° Première phrase Remplace […]	La décision déclarant la recevabilité de la demande emporte rétablissement des droits à l'aide personnalisée au logement et aux allocations de logement. Le déblocage des allocations de logement s'effectue dans les conditions prévues aux articles L. 542-7-1 et L. 831-8 du code de la sécurité sociale.	//www.senat.fr/amendements/2012-2013/423/Amdt_158.html									
juste	908a6c4e4fad1286	assemblee	306	Adopté	M. Philippe Kemel	JORFDOLE000026795365	L331-2	LEGIARTI000027805390:2	60	sans visée	1	le montant des remboursements peut, avec l'accord du débiteu	Le code de la consommation est ainsi modifié : I. – À la dernière phrase du premier alinéa de l’article L. 330‑1, après le mot : « principale » sont insérés les mots : « et que la valeur estimée de celle-ci à la date du dépôt du dossier de surendettement soit égale ou supérieure au montant de l’ensemble des dettes non professionnelles exigibles et à échoir ». II. – L’article L. 331‑2 est complété  […]	Le montant des remboursements peut, avec l'accord du débiteur et dans des limites raisonnables, excéder la somme calculée par référence à la quotité saisissable du salaire telle qu'elle résulte des articles L. 3252-2 et L. 3252-3 du code du travail, en vue d'éviter la cession de la résidence principale.										
juste	91e3f8bba4c6e5b0	senat	174	Adopté	M. GONTARD	JORFDOLE000038746653	L120-2	LEGIARTI000041557387:4	60	sans visée	1	commerçant peut refuser le service si le contenant proposé e	Après l'article 5 Insérer un article additionnel ainsi rédigé : Le titre II du livre I er du code de la consommation est ainsi modifié : 1° À l’intitulé, les mots : « interdites et pratiques commerciales règlementées » sont supprimés ; 2° Il est jouté un chapitre ainsi rédigé : « Chapitre ... « Pratiques commerciales encouragées « Section ... « Vente de produits non pré‑emballés « Art. L. …. ‑ Dan […]	Le commerçant peut refuser le service si le contenant proposé est manifestement sale ou inadapté.	//www.senat.fr/amendements/2018-2019/728/Amdt_174.html									
juste	92a5e8c7e7c0a7a5	senat	115 rect.	Adopté	M. GONTARD	JORFDOLE000038746653	L441-3	LEGIARTI000041556395:0	60	sans visée	1	echnique, y compris logicielle, par laquelle un metteur sur	Après l'article 4 ter Insérer un article additionnel ainsi rédigé : Après l’article L. 213‑4‑1 du code de la consommation, il est inséré un article L. 213‑4‑1‑…. ainsi rédigé : « Art. L. 213‑4‑1‑…. – Toute technique, y compris logicielle, par laquelle un metteur sur le marché vise à rendre impossible la réparation ou le reconditionnement d’un appareil hors de ses circuits agréés est interdite. « L […]	Toute technique, y compris logicielle, par laquelle un metteur sur le marché vise à rendre impossible la réparation ou le reconditionnement d'un appareil hors de ses circuits agréés est interdite.	//www.senat.fr/amendements/2018-2019/728/Amdt_115.html									
juste	94cce4df8e08d2e2	senat	344 rect.	Adopté	Mme BONNEFOY	JORFDOLE000038746653	L224-110	LEGIARTI000041556155:0	60	sans visée	1	ur les producteurs et distributeurs de matériel médical, les	Après l’alinéa 14 Insérer quatre alinéas ainsi rédigés : ...° Est ajoutée une section ... ainsi rédigée : « Section … « Matériel médical « Art. L. 224‑…. – Pour les producteurs et distributeurs de matériel médical, les pièces détachées doivent être disponibles dans un délai minimal de dix ans à compter de la date de mise sur le marché de la dernière unité du modèle concerné. Un décret fixe la list […]	Pour les producteurs et distributeurs de matériel médical, les pièces détachées doivent être disponibles dans un délai minimal défini par décret, qui ne peut être inférieur à cinq ans. Ce décret fixe également la liste du matériel médical et des pièces détachées mentionnés au présent article.	//www.senat.fr/amendements/2018-2019/728/Amdt_344.html									
juste	95ae724f342c7a03	senat	681	Adopté	M. FAUCONNIER	JORFDOLE000027383756	L121-87	LEGIARTI000028747691:19	60	oui	1	remier alinéa de l'article l. 121-21-5, si le consommateur q	Après l'article 5 Insérer un article additionnel ainsi rédigé : Le dernier alinéa de l’article L. 121-87 du code de la consommation est remplacé par deux alinéas ainsi rédigés : « Par dérogation à l’alinéa précédent et aux dispositions du premier alinéa de l’article L. 121-21-5, si le consommateur qui emménage dans un site sollicite un fournisseur et souhaite que l’exécution de son contrat conclu  […]	Par dérogation à l'alinéa précédent et au premier alinéa de l'article L. 121-21-5, si le consommateur qui emménage dans un site sollicite un fournisseur et souhaite que l'exécution de son contrat conclu à distance commence avant la fin du délai de rétractation mentionné à l'article L. 121-21, le fournisseur recueille sa demande expresse, par tous moyens, et transmet le contrat au consommateur conf […]	//www.senat.fr/amendements/2012-2013/810/Amdt_681.html									
juste	9748dcac3ef54738	senat	565 rect.	Adopté	M. MARCHAND	JORFDOLE000038746653	L441-3	LEGIARTI000041556395:0	60	sans visée	1	echnique, y compris logicielle, par laquelle un metteur sur	Après l'article 4 ter Insérer un article additionnel ainsi rédigé : Après l’article L. 213‑4‑1 du code de la consommation, il est inséré un article L. 213‑4‑1‑... ainsi rédigé : « Art. L. 213‑4‑1‑…. – Toute technique, y compris logicielle, par laquelle un metteur sur le marché vise à rendre impossible la réparation ou le reconditionnement d’un appareil hors de ses circuits agréés est interdite. «  […]	Toute technique, y compris logicielle, par laquelle un metteur sur le marché vise à rendre impossible la réparation ou le reconditionnement d'un appareil hors de ses circuits agréés est interdite.	//www.senat.fr/amendements/2018-2019/728/Amdt_565.html									
juste	9766b79a86113879	senat	525	Adopté	Mme BATAILLE	JORFDOLE000027383756	L121-34-2	LEGIARTI000028742080:1	60	sans visée	1	le numéro affiché avant l'établissement de l'appel en applic	Après l’alinéa 79 Insérer deux alinéas ainsi rédigés : « Le numéro affiché avant l’établissement de l’appel en application du premier alinéa est affecté au professionnel pour le compte duquel l’appel est effectué. En cas de rappel du consommateur à ce numéro, ce professionnel s’identifie préalablement à la facturation de toute prestation de service autre que le prix de la communication. « Un arrêt […]	Le numéro affiché avant l'établissement de l'appel en application du premier alinéa du présent article est affecté au professionnel pour le compte duquel l'appel est effectué. En cas de rappel du consommateur à ce numéro, ce professionnel s'identifie préalablement à la facturation de toute prestation de services autre que le prix de la communication.	//www.senat.fr/amendements/2012-2013/810/Amdt_525.html									
