verdict	cle	voie	hote	legi	distance_hote	texte	article_du_texte	numero_cite	code_cite	article_du_fonds	mention_hote	contexte	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	05301d35e196d906	declaree	suppose	oui	306	senat/leg-pjl23-429.html	2	L751-3	code de la consommation	L751-3 (2016-07-01) — écrit par la loi du dossier, 2024-04-11 : La Banque de France est déliée du secret professionnel pour la diffusion, aux entreprises mentio […] ‖ avant, 2016-07-01 : La Banque de France est déliée du secret professionnel pour la diffusion, aux entreprises mentionnées au premier alinéa de l'article L. 751-2, des  […]	es ne souhaitant pas bénéficier du prêt. »  III. – (Supprimé)  IV. – Le chapitre Ier du titre V du livre VII du code de la consommation est ainsi modifié :  1° Au dernier alinéa de l’article L. 751-2, les mots : « à l’article 26-7 » sont remplacés par les mots : « aux	sement des montants des quotes-parts du coût des travaux des copropriétaires ne souhaitant pas bénéficier du prêt. »  III. – (Supprimé)  IV. – Le chapitre Ier du titre V du livre VII du code de la consommation est ainsi modifié :  1° Au dernier alinéa de l’article L. 751-2, les mots : « à l’article 26-7 » sont remplacés par les mots : « aux articles 26-7 et 26-12 » et les mots : « à l’emprunt mentionné » sont remplacés par les mots : « aux emprunts mentionnés » ;  2° À l’article L. 751-3, au premier alinéa de l’article L. 751-5 et au second alinéa de l’article L. 751-6, les mots : « au premier alinéa de » sont remplacés par le mot : « à ». Article 2 bis A  I. – La section 4 du chapitre II du titre Ier du livre III du code de la construction et de l’habitation est ainsi modifiée :  1° À la fin de l’intitulé, le mot : « énergétique » est supprimé ;  2° L’article L. 312-7 est ainsi modifié :  a) Le I est ainsi modifié :  – au premier alinéa, la première occ	https://www.senat.fr/leg/pjl23-429.html	juste		sonnet-juge-a	sonnet-juge-b		« À l'article L. 751-3 ..., les mots ... sont remplacés » : modification directe.	Le 2° remplace des mots à l'article L.751-3 lui-même.		2026-09-26
juste	0546a5ad3606de6a	declaree	suppose	oui	21462	senat/leg-pjl08-448.html	26	L332-6-1	code de la consommation	L332-6-1 (2007-12-22) — écrit par la loi du dossier, 2010-11-01 : S'il constate lors de l'audience d'ouverture de la procédure de rétablissement personnel avec  […] ‖ avant, 2007-12-22 : S'il constate lors de l'audience d'ouverture de la procédure de rétablissement personnel que le débiteur se trouve manifestement dans la situation  […]	RTICULIERS CHAPITRE I ER COMPOSITION ET COMPÉTENCES DE LA COMMISSION DE SURENDETTEMENT Article 20 L'article L. 331-1 du code de la consommation est ainsi rédigé : « Art. L. 331-1 . - Il est institué, dans chaque département, au moins une commission de surendettement des particuli	sième alinéa est ainsi rédigé : « Le juge de l'exécution peut désigner un mandataire figurant sur une liste établie dans des conditions fixées par décret en Conseil d'Etat et faire procéder à une enquête sociale. Si la situation du débiteur l'exige, il l'invite à solliciter une mesure d'aide ou d'action sociale, notamment une mesure d'accompagnement social personnalisé, dans les conditions prévues par le livre II du code de l'action sociale et des familles. » ; 3° Au premier alinéa de l'article L. 332-6-1, après les mots : « procédure de rétablissement personnel », sont insérés, deux fois, les mots : « avec liquidation judiciaire » ; 4° L'article L. 332-9 est ainsi modifié : a) La première phrase du deuxième alinéa est complétée par les mots : «, personnes physiques » ; b) Le dernier alinéa est ainsi rédigé : « Si la situation du débiteur l'exige, le juge l'invite à solliciter une mesure d'aide ou d'action sociale, notamment une mesure d'accompagnement social personnalisé, dans les con	http://www.senat.fr/leg/pjl08-448.html	juste		sonnet-juge-a	sonnet-juge-b		« Au premier alinéa de l'article L. 332-6-1, ... sont insérés ... les mots » : modification directe.	Le 3° insère deux fois des mots au premier alinéa de l'article L.332-6-1 lui-même.		2026-09-26
juste	054d3861600cc5ad	declaree	suppose	oui	744	senat/leg-tas08-098.html	30	L334-2	code de la consommation	L334-2 (2004-08-21) — écrit par la loi du dossier, 2010-11-01 : I. - Pour l'application du présent titre à Mayotte : 1° En l'absence d'adaptation, les référence […] ‖ avant, 2009-06-01 : Les articles L. 330-1 et L. 331-2 à L. 333-6, à l'exclusion de l'avant-dernière phrase des articles L. 331-7 et L. 331-7-1, sont applicables à Mayo […]	4° Les modifications et adjonctions apportées par les articles 20 à 27 de la présente loi au titre III du livre III du code de la consommation, en ses articles L. 330-1, L. 331-1 à L. 331-3-2, L. 331-5, L. 331-7 à L. 331-9, L. 332-1 à L. 332-3, L. 332-5 à L. 332-6-1, L. 332-9 à	titre III du livre III du même code est ainsi modifié : 1° A (nouveau) Le dernier alinéa de l'article L. 334-1 est remplacé par deux alinéas ainsi rédigés : « La commission comprend également deux personnes, désignées par le représentant de l'État à Mayotte, justifiant pour l'une d'une expérience dans le domaine de l'économie sociale et familiale, pour l'autre d'un diplôme et d'une expérience dans le domaine juridique. « La commission adopte un règlement intérieur rendu public. » ; 1° L'article L. 334-2 est ainsi rédigé : « Art. L. 334-2 . - I. - Pour l'application du présent titre à Mayotte : « 1° En l'absence d'adaptation, les références faites par des dispositions de ce titre applicables à Mayotte à des dispositions qui ne sont pas applicables à Mayotte, notamment à des dispositions du code du travail, du code de procédure civile ou du code de l'action sociale et des familles, sont remplacées par des références ayant le même objet applicables localement ; « 2° Les mots : « juge de l	http://www.senat.fr/leg/tas08-098.html	juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 334-2 est ainsi rédigé » : réécriture directe.	« L'article L. 334-2 est ainsi rédigé ».		2026-09-26
juste	054ef4222e80a2f6	declaree	nomme	oui	-12	senat/leg-ppl21-069.html	7 bis	L441-3	code de la consommation	L441-3 (2020-02-12) — écrit par la loi du dossier, 2021-11-17 : Toute technique, y compris logicielle, par laquelle un metteur sur le marché vise à rendre impos […] ‖ avant, 2020-02-12 : Toute technique, y compris logicielle, par laquelle un metteur sur le marché vise à rendre impossible la réparation ou le reconditionnement d'un ap […]	x . . . . . . . . . . . . . . . . . . . . . . Article 7 bis (Non modifié) Au premier alinéa de l’article L. 441-3 du code de la consommation, après le mot : « appareil », sont insérés les mots : « ou à limiter la restauration de l’ensemble des fonctionnalités d’un tel appareil	et de la maîtrise de l’énergie ainsi que de l’Autorité de régulation des communications électroniques, des postes et de la distribution de la presse, qui en assurent le secrétariat. Dans le cadre de ses missions, l’observatoire peut faire appel à des chercheurs et à des personnalités qualifiées. Articles 4 et 5 (Suppressions maintenues) Chapitre II Limiter le renouvellement des terminaux . . . . . . . . . . . . . . . . . . . . . . Article 7 bis (Non modifié) Au premier alinéa de l’article L. 441-3 du code de la consommation, après le mot : « appareil », sont insérés les mots : « ou à limiter la restauration de l’ensemble des fonctionnalités d’un tel appareil ». Article 7 ter (Non modifié)  Le chapitre unique du titre IV du livre IV du code de la consommation est complété par un article L. 441-6 ainsi rédigé :  « Art. L. 441-6. – Toute technique, y compris logicielle, dont l’objet est de restreindre la liberté du consommateur d’installer les logiciels ou les systèmes d’expl	https://www.senat.fr/leg/ppl21-069.html	juste		sonnet-juge-a	sonnet-juge-b		« Au premier alinéa de l'article L. 441-3 ..., sont insérés les mots » : modification directe.	« Au premier alinéa de l'article L. 441-3 ..., après le mot « appareil », sont insérés les mots ».		2026-09-26
faux	0551a6509ab04d55	declaree	nomme	non	52	senat/leg-tas20-130.html	4 bis f	L112-11	code de la consommation	L112-11 (2010-07-29) — en vigueur à la loi du dossier, 2014-06-14 : Sans préjudice des dispositions spécifiques relatives au mode d'indication de l'origine des denrées alimentaires, l'indication du pays d'origine est obligatoire pour les produits agricoles et alimentaires et les produits de la mer, à l'état brut ou tra […]	I entre en vigueur le 1er janvier 2024. Article 4 bis F (nouveau)  I. – Le chapitre II du titre Ier du livre Ier du code de la consommation est complété par un article L. 112-11 ainsi rédigé :  « Art. L. 112-11. – Les entreprises dont le chiffre d’affaires est supérieur à	accompagne d’un service de livraison, permet au consommateur de choisir des modalités de livraison différenciées en fonction de leur impact environnemental.  « Les modalités d’application du présent article sont déterminées par décret, après avis de l’Agence de l’environnement et de la maîtrise de l’énergie. »  II. – Le I entre en vigueur le 1er janvier 2024. Article 4 bis F (nouveau)  I. – Le chapitre II du titre Ier du livre Ier du code de la consommation est complété par un article L. 112-11 ainsi rédigé :  « Art. L. 112-11. – Les entreprises dont le chiffre d’affaires est supérieur à un seuil défini par décret informent leurs clients de l’impact environnemental du service de livraison des produits qu’elles leur ont vendus.  « Les modalités d’application du présent article sont déterminées par décret, après avis de l’Agence de l’environnement et de la maîtrise de l’énergie. »  II. – Le I entre en vigueur le 1er janvier 2024. Article 4 bis  Le chapitre VIII du	https://www.senat.fr/leg/tas20-130.html	juste	faux	opus-arbitre (arbitrage)	sonnet-juge-b	opus-arbitre	Remplace « faux » (sonnet-juge-a) ; B : « juste ». Le texte crée un « Art. L. 112-11 » sur l'impact environnemental de la livraison ; la seule lignée L112-11 du fonds porte sur l'origine des denrées alimentaires (2010-2016) : autre disposition sous le même numéro, on juge contre le fonds (docs/55 § 2).	Le chapitre « est complété par un article L. 112-11 ainsi rédigé » : l'article créé est celui visé.	Le texte crée un « Art. L. 112-11 » sur l'impact environnemental de la livraison ; la seule lignée L112-11 du fonds porte sur l'origine des denrées alimentaires (2010-2016) : autre disposition sous le même numéro, on juge contre le fonds (docs/55 § 2).	2026-09-26
juste	055256832beba36a	declaree	suppose	oui	1120	assemblee/14-ta-ta0893.asp	3	L224-1	code de la consommation	L224-1 (2016-07-01) — écrit par la loi du dossier, 2017-02-23 : Les dispositions de la présente section s'appliquent aux contrats souscrits par un consommateur  […] ‖ avant, 2016-07-01 : Les dispositions de la présente section s'appliquent aux contrats souscrits par un consommateur avec un fournisseur d'électricité ou de gaz naturel […]	tin et Saint-Pierre-et-Miquelon, est abrogé à compter de la promulgation de la présente loi. Article 3 Le livre II du code de la consommation est ainsi modifié : 1° La seconde phrase du troisième alinéa de l’article L. 215-1 devient le quatrième alinéa ; 2° À la fin du 2° de l’	du jour où : « 1° Le contrat à distance est conclu ; « 2° Le consommateur reçoit les conditions contractuelles et les informations conformément à l’article L. 222-6, si cette dernière date est postérieure à celle mentionnée au 1° du présent article. » ; 3° Le chapitre II du titre II est ainsi modifié : a) La section 5 devient la section 6 ; b) Est rétablie une section 5 intitulée : « Dispositions particulières » et comprenant les articles L. 222-16 à L. 222-17 ; 4° Au second alinéa de l’article L. 224-1, la référence : « L. 224-13 » est remplacée par la référence : « L. 224-12 » ; 4° bis À la première phrase du premier alinéa de l’article L. 224-63, après le mot : « jours », sont insérés les mots : « calendaires révolus » ; 4° ter À l’article L. 242-7, les mots : « une contrepartie, un engagement ou d’effectuer des prestations de services » sont remplacés par les mots : « , un paiement ou une contrepartie » ; 5° Au premier alinéa de l’article L. 242-23, la première occurrence du mot :	http://www.assemblee-nationale.fr/14/ta/ta0893.asp	juste		sonnet-juge-a	sonnet-juge-b		« Au second alinéa de l'article L. 224-1, la référence ... est remplacée » : modification directe.	Le 4° remplace une référence au second alinéa de l'article L.224-1 lui-même.		2026-09-26
juste	055c6bb305e5ce05	declaree	suppose	oui	2571	assemblee/14-ta-ta0176.asp	38	L215-2-2	code de la consommation	L215-2-2 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Les agents mentionnés à l'article L. 215-1 sont habilités à rechercher et à constater, dans les conditions prévues au présent livre, les infractions à la loi n° 2010-729 du 30 juin 2010 tendant à suspendre la commercialisation de tout conditionnement com […]	ion est jointe à la proposition de transaction adressée à l’auteur de l’infraction. » Article 36 L’article L. 217-5 du code de la consommation est ainsi rétabli : « Art. L. 217-5. – Tout opérateur ayant connaissance, après avoir acquis ou cédé des produits, de la non-conformité	re des animaux. « Un décret en Conseil d’État définit les modalités de prélèvement d’échantillon et de contre-analyse. « Art. L. 218-1-3. – Les agents mentionnés au I de l’article L. 215-1 sont habilités à procéder au contrôle des matériaux et objets destinés à entrer en contact direct ou indirect avec des denrées alimentaires, originaires ou en provenance des pays tiers, et à ordonner les mesures consécutives à ces contrôles dans les conditions prévues à l’article L. 218-1-2. » II. – L’article L. 215-2-2 du même code est ainsi rédigé : « Art. L. 215-2-2. – Les agents mentionnés à l’article L. 215-1 sont habilités à rechercher et à constater, dans les conditions prévues au présent livre, les infractions à la loi n° 2010-729 du 30 juin 2010 tendant à suspendre la commercialisation de tout conditionnement comportant du bisphénol A et destiné à recevoir des produits alimentaires. » III. – L’article L. 215-2-3 du même code devient l’article L. 218-1-4. IV. – L’article L. 215-2-4 du même co	http://www.assemblee-nationale.fr/14/ta/ta0176.asp	juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 215-2-2 du même code est ainsi rédigé » (II de l'article 38) : réécriture directe, texte identique au fonds.	« L'article L. 215-2-2 du même code est ainsi rédigé ».		2026-09-26
juste	056798305e4dacb4	declaree	suppose	oui	248	senat/leg-pjl14-264.html	6 bis	L314-5	code de la consommation	L314-5 (2006-03-24) — écrit par la loi du dossier, 2015-08-19 : L'opération de prêt viager hypothécaire est conclue dans les termes d'une offre préalable compor […] ‖ avant, 2006-03-24 : L'opération de prêt viager hypothécaire est conclue dans les termes d'une offre préalable comportant les mentions suivantes : 1° L'identité des par […]	» ; b) La référence : « de l'article 26-4 » est remplacée par la référence : « du même article 26-4 ». Article 6 bis Le code de la consommation est ainsi modifié : 1° L'article L. 314-1 est complété par un alinéa ainsi rédigé : « Ce contrat peut également prévoir le même disposit	'article 26-4 sont conformes aux prescriptions des articles L. 312-4 à L. 312-6-2, L. 313-1 et L. 313-2 du code de la consommation. » ; b) La référence : « de l'article 26-4 » est remplacée par la référence : « du même article 26-4 ». Article 6 bis Le code de la consommation est ainsi modifié : 1° L'article L. 314-1 est complété par un alinéa ainsi rédigé : « Ce contrat peut également prévoir le même dispositif avec un remboursement périodique des seuls intérêts. » ; 2° Après le 9° de l'article L. 314-5, il est inséré un 10° ainsi rédigé : « 10° En cas de remboursement périodique des intérêts, l'échéancier des versements périodiques d'intérêts pour les prêts dont le taux d'intérêt est fixe, ou la simulation de l'impact d'une variation du taux sur les mensualités d'intérêts pour les prêts dont le taux d'intérêt est variable. Cette simulation ne constitue pas un engagement du prêteur à l'égard de l'emprunteur quant à l'évolution effective des taux d'intérêt pendant le prêt et à son impac	http://www.senat.fr/leg/pjl14-264.html	juste		sonnet-juge-a	sonnet-juge-b		« Après le 9° de l'article L. 314-5, il est inséré un 10° » : le point ajouté complète L314-5 lui-même.	Le 2° insère un 10° après le 9° de l'article L.314-5 lui-même.		2026-09-26
juste	057924ae240d545f	declaree	suppose	oui	966	senat/leg-tas18-070.html	6	L224-47	code de la consommation	L224-47 (2016-07-01) — écrit par la loi du dossier, 2020-07-26 : Un mécanisme de signalement des anomalies concernant un numéro à valeur ajoutée permet au conso […] ‖ avant, 2016-07-01 : Un mécanisme de signalement impose à l'opérateur de vérifier les renseignements présents dans l'outil afin de procéder en cas d'inexactitude à la s […]	forme) Article 5 (Supprimé) Article 6  La sous-section 1 de la section 4 du chapitre IV du titre II du livre II du code de la consommation est ainsi modifiée :  A. – L’article L. 224-46 est ainsi modifié :  1° Au début du premier alinéa, est ajoutée la mention : « I. –	er dans l’outil mentionné à l’article L. 224-43 sont absentes, inexactes, obsolètes ou incomplètes ;  « 2° Si aucun produit ou service réel n’est associé à ce numéro ;  « 3° Si le produit ou service associé à ce numéro fait partie de ceux que l’opérateur exclut au titre de ses règles déontologiques.  « III. – La résiliation du contrat est subordonnée à une mise en demeure infructueuse, dans les conditions prévues au second alinéa de l’article 1225 du code civil. » ;  B. – L’article L. 224-47 est ainsi rédigé :  « Art. L. 224-47. – I. – Un mécanisme de signalement des anomalies concernant un numéro à valeur ajoutée permet au consommateur de signaler de manière claire, précise et compréhensible :  « 1° Si une ou plusieurs des informations devant figurer dans l’outil prévu à l’article L. 224-43 sont absentes, inexactes, obsolètes ou incomplètes ;  « 2° Si le service associé ne respecte pas les règles déontologiques fixées par l’opérateur ;  « 3° Si l’exercice	https://www.senat.fr/leg/tas18-070.html	juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 224-47 est ainsi rédigé » : réécriture directe, texte identique au fonds.	« L'article L. 224-47 est ainsi rédigé ».		2026-09-26
juste	057e32106e2d4aea	declaree	suppose	oui	650	assemblee/14-ta-ta0274.asp	10	L332-5-1	code de la consommation	L332-5-1 (2010-11-01) — écrit par la loi du dossier, 2014-03-27 : Une partie peut contester devant le juge du tribunal d'instance le rétablissement personnel sa […] ‖ avant, 2011-09-01 : Une partie peut contester devant le juge du tribunal d'instance le rétablissement personnel sans liquidation judiciaire recommandé par la commissio […]	ation. » I bis. – (Supprimé) I ter A (nouveau). – À la seconde phrase du septième alinéa du II de l’article L. 331-3 du code de la consommation, après le mot : « département, », sont insérés les mots : « la commission de coordination des actions de prévention des expulsions locat	ions locatives prévue à l’article 7-2 de la loi n° 90-449 du 31 mai 1990 visant à la mise en œuvre du droit au logement, ». I ter. – La section 2 du chapitre II du titre III du livre III du même code est ainsi modifiée : 1° À la première phrase du deuxième alinéa de l’article L. 332-5, après la première occurrence du mot : « débiteur », sont insérés les mots : « , arrêtées à la date de l’ordonnance conférant force exécutoire à la recommandation, » ; 2° (nouveau) Le troisième alinéa de l’article L. 332-5-1 et le premier alinéa de l’article L. 332-5-2 sont complétés par une phrase ainsi rédigée : « Cependant, dans ce cas, les dettes sont arrêtées à la date du jugement prononçant le rétablissement personnel sans liquidation judiciaire. » ; 3° (nouveau) Le premier alinéa de l’article L. 332-6-1 est complété par une phrase ainsi rédigée : « Le jugement emporte les mêmes effets que ceux mentionnés au deuxième alinéa de l’article L. 332-9. » ; 4° (nouveau) À la première phrase du deuxième ali	http://www.assemblee-nationale.fr/14/ta/ta0274.asp	juste		sonnet-juge-a	sonnet-juge-b		« Le troisième alinéa de l'article L. 332-5-1 ... est complété par une phrase » : modification directe.	Le 2° complète le troisième alinéa de l'article L.332-5-1 lui-même par une phrase.		2026-09-26
juste	05858bc6af5e4817	declaree	suppose	oui	2507	senat/leg-tas21-142.html	7	L224-37-1	code de la consommation	L224-37-1 (2023-01-01) — écrit par la loi du dossier, 2023-01-01 : Un contrat donnant accès à internet ou à un service de communications vocales peut être résilié, par anticipation, par un consommateur qui a formé une demande de traitement de situation de surendettement jugée recevable dans les conditions fixées aux ar […]	107 et 108 du traité. TITRE II PROTECTION DU CONSOMMATEUR Chapitre Ier Résiliation de contrats Article 7  I. – Le code de la consommation est ainsi modifié :  1° A (nouveau) Le chapitre V du titre Ier du livre II est ainsi modifié :  a) L’intitulé est ainsi rédigé : «	n du contrat. Pour les offres de services de communications électroniques permettant aux consommateurs de bénéficier de la vente d’un équipement terminal subventionné, la possibilité de résilier par anticipation le contrat à compter de la fin du douzième mois peut toutefois être soumise au paiement par le consommateur d’au plus 15 % du montant dû au titre de la fraction non échue de la période minimale d’exécution du contrat. » ;  1° bis A Après l’article L. 224-37, il est inséré un article L. 224-37-1 ainsi rédigé :  « Art. L. 224-37-1. – Un contrat donnant accès à internet ou à un service de communications vocales peut être résilié, par anticipation, par un consommateur qui a formé une demande de traitement de situation de surendettement jugée recevable dans les conditions fixées aux articles L. 711-1 et L. 721-1 à L. 721-7.  « En application du premier alinéa du présent article, ne peuvent être imputées au consommateur aucune indemnité correspondant aux montants dus au t	https://www.senat.fr/leg/tas21-142.html	juste		sonnet-juge-a	sonnet-juge-b		« il est inséré un article L. 224-37-1 ainsi rédigé » : création directe, texte identique au fonds.	Le 1° bis A insère « un article L. 224-37-1 ainsi rédigé » après L.224-37 : l'article créé est celui visé.		2026-09-26
juste	05911f42150d7f11	declaree	suppose	oui	3074	senat/leg-ppl24-469.html	3 bis aa	L522-9-1	code de la consommation	L522-9-1 (2020-06-19) — écrit par la loi du dossier, 2025-07-02 : L'autorité administrative chargée de la concurrence et de la consommation peut, en même temps  […] ‖ avant, 2020-12-05 : L'autorité administrative chargée de la concurrence et de la consommation peut, en même temps qu'elle informe par écrit la personne mise en cause d […]	ifié) Les aa à b bis du 1° du A du II entrent en vigueur le 11 août 2026. Article 3 bis AA (nouveau)  Le livre V du code de la consommation est ainsi modifié :  1° À l’article L. 511-11, après le mot : « infractions », sont insérés les mots : « et les manquements » ;  2	er du jour suivant l’expiration du délai imparti au professionnel pour publier la décision et jusqu’à la date de sa publication effective.  « L’autorité administrative chargée de la concurrence peut procéder à la liquidation de l’astreinte dans les mêmes conditions et suivant les mêmes modalités que celles définies à l’article L. 521-1.  « Le montant total des sommes demandées au titre de la liquidation de l’astreinte ne peut excéder 150 000 euros.  5° Au dernier alinéa de l’article L. 522-9-1, après le mot : « alinéa », sont insérés les mots : « ou de non-respect des obligations prévues au troisième alinéa » ;  6° Le 2° de l’article L. 523-1 est ainsi rédigé :  « 2° Les délits prévus par le présent code, qui ne sont pas punis d’une peine d’emprisonnement ou qui sont punis d’une peine d’emprisonnement inférieure ou égale à trois ans ainsi que pour les infractions prévues aux articles L. 121-2 à L. 121-4. » ;  7° Le chapitre II du titre III est ainsi modifié : 	https://www.senat.fr/leg/ppl24-469.html	juste		sonnet-juge-a	sonnet-juge-b		« Au dernier alinéa de l'article L. 522-9-1, ... sont insérés les mots » : modification directe.	Le 5° insère des mots au dernier alinéa de l'article L.522-9-1 lui-même.		2026-09-26
