strate,num_article,id_legi,date_debut,article_predecesseur,texte_producteur_version_en_vigueur,texte_origine,nature_origine,id_dole_origine,legislature_origine,indice_expose_nomme_article,indice_etude_impact_nomme_article,ANNOT_document,ANNOT_offset_debut,ANNOT_offset_fin,ANNOT_passage_cite,ANNOT_verdict,ANNOT_commentaire,source_proposee,source_declaree_en_entete,grain_du_rattachement
eligible_L16_L17,L512-2-1,LEGIARTI000051829071,2025-07-02,,LOI n°2025-594 du 30 juin 2025,LOI n°2025-594 du 30 juin 2025,LOI,JORFDOLE000051045642,17,0,0,,,,,,,,,
eligible_L16_L17,L312-95,LEGIARTI000047284770,2023-03-11,,LOI n°2023-171 du 9 mars 2023,LOI n°2023-171 du 9 mars 2023,LOI,JORFDOLE000046590737,16,0,0,JORFDOLE000046590737__RAPPANR5L16B0748.html,372410,430849,"Article 10 Élimination d’une sur-transposition de la directive (UE) 2017/1132 du 14 juin 2017 relative à certains aspects du droit des sociétés La commission des affaires sociales, saisie au fond, a sollicité l’avis de la commission des lois constitutionnelles, de la législation et de l’administration générale de la République sur cet article. Adopté par la commission a",,,rapport de commission,0,article
eligible_L16_L17,L242-51,LEGIARTI000051828398,2025-07-02,,LOI n°2025-594 du 30 juin 2025,LOI n°2025-594 du 30 juin 2025,LOI,JORFDOLE000051045642,17,0,0,JORFDOLE000051045642__RAPPANR5L17B0633.html,236118,292878,Article 1 er (article L. 115-3 [nouveau] du code des relations entre le public et l’administration) : Suspension de l’octroi ou du versement d’une aide publique en cas de suspicion de fraude et rejet de la demande d’aide en cas de fraude avérée Amendement de suppression CE14 de Mme Mathilde Panot M. Maxime Laisney (LFI-NFP). Il faut supprimer cet article dangereux : ,,,rapport de commission,0,article
eligible_L16_L17,L132-2-2,LEGIARTI000046190579,2022-08-18,,LOI n°2022-1158 du 16 août 2022,LOI n°2022-1158 du 16 août 2022,LOI,JORFDOLE000046027237,16,0,0,JORFDOLE000046027237__RAPPANR5L16B0144.html,1097755,1121004,"Article 9 (art. L. 132-2-1 et L. 132-2-2 [nouveaux], L. 132-11-1 et L. 132‑11-2 [nouveaux] et L. 454-1 du code de la consommation) : Sanctions contre les pratiques commerciales illicites et habilitation à légiférer par ordonnance Amendements identiques CE56 de M. Jérôme Nury et CE82 de M. Thibault Bazin. M. Vincent Rolland. L’amendement tend à priver le Gouvernement de la p",,,rapport de commission,1,article
eligible_L16_L17,L223-8,LEGIARTI000051828335,2025-07-02,,LOI n°2025-594 du 30 juin 2025,LOI n°2025-594 du 30 juin 2025,LOI,JORFDOLE000051045642,17,0,0,JORFDOLE000051045642__RAPPANR5L17B0633.html,236118,292878,Article 1 er (article L. 115-3 [nouveau] du code des relations entre le public et l’administration) : Suspension de l’octroi ou du versement d’une aide publique en cas de suspicion de fraude et rejet de la demande d’aide en cas de fraude avérée Amendement de suppression CE14 de Mme Mathilde Panot M. Maxime Laisney (LFI-NFP). Il faut supprimer cet article dangereux : ,,,rapport de commission,0,article
eligible_L16_L17,L241-1-1,LEGIARTI000051560125,2025-05-03,,LOI n°2025-391 du 30 avril 2025,LOI n°2025-391 du 30 avril 2025,LOI,JORFDOLE000050427907,17,0,0,,,,,,,,,
eligible_L16_L17,L122-26,LEGIARTI000051828610,2025-07-02,,LOI n°2025-594 du 30 juin 2025,LOI n°2025-594 du 30 juin 2025,LOI,JORFDOLE000051045642,17,0,0,,,,,,,,,
eligible_L16_L17,L132-14-1,LEGIARTI000051828125,2025-07-02,,LOI n°2025-594 du 30 juin 2025,LOI n°2025-594 du 30 juin 2025,LOI,JORFDOLE000051045642,17,0,0,,,,,,,,,
origine_ordonnance,L313-10,LEGIARTI000035731505,2018-04-01,L313-8,Ordonnance n°2017-1433 du 4 octobre 2017,Ordonnance n°2016-301 du 14 mars 2016,ORDONNANCE,JORFDOLE000032223954,14,0,0,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,0,11783,"Rapport au Président de la République relatif à l'ordonnance n° 2016-301 du 14 mars 2016 relative à la partie législative du code de la consommation Monsieur le Président de la République, La présente ordonnance, prise sur le fondement de l'article 38 de la Constitution, a pour objet de permettre l'adoption de la nouvelle partie législative du code de la consommation. Malgré une codification récen",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L224-25-15,LEGIARTI000044132994,2021-10-01,,Ordonnance n°2021-1247 du 29 septembre 2021,Ordonnance n°2021-1247 du 29 septembre 2021,ORDONNANCE,JORFDOLE000044129891,15,0,0,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,0,11911,"Rapport au Président de la République relatif à l'ordonnance n° 2021-1247 du 29 septembre 2021 relative à la garantie légale de conformité pour les biens, les contenus numériques et les services numériques Monsieur le Président de la République, La présente ordonnance est prise sur le fondement de l'article 1er de la loi n° 2020-1508 du 3 décembre 2020 portant diverses dispositions d'adaptation au",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L224-25-12,LEGIARTI000044132956,2021-10-01,,Ordonnance n°2021-1247 du 29 septembre 2021,Ordonnance n°2021-1247 du 29 septembre 2021,ORDONNANCE,JORFDOLE000044129891,15,0,0,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,0,11911,"Rapport au Président de la République relatif à l'ordonnance n° 2021-1247 du 29 septembre 2021 relative à la garantie légale de conformité pour les biens, les contenus numériques et les services numériques Monsieur le Président de la République, La présente ordonnance est prise sur le fondement de l'article 1er de la loi n° 2020-1508 du 3 décembre 2020 portant diverses dispositions d'adaptation au",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L224-26-3,LEGIARTI000043539592,2021-05-28,,Ordonnance n°2021-650 du 26 mai 2021,Ordonnance n°2021-650 du 26 mai 2021,ORDONNANCE,JORFDOLE000043537810,15,0,0,JORFDOLE000043537810__rapport-pr-JORFTEXT000043534831.txt,0,17616,"Rapport au Président de la République relatif à l'ordonnance n° 2021-650 du 26 mai 2021 portant transposition de la directive (UE) 2018/1972 du Parlement européen et du Conseil du 11 décembre 2018 établissant le code des communications électroniques européen et relative aux mesures d'adaptation des pouvoirs de l'Autorité de régulation des communications électroniques, des postes et de la distribut",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L224-103,LEGIARTI000032226467,2016-07-01,,Ordonnance n°2016-301 du 14 mars 2016,Ordonnance n°2016-301 du 14 mars 2016,ORDONNANCE,JORFDOLE000032223954,14,0,0,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,0,11783,"Rapport au Président de la République relatif à l'ordonnance n° 2016-301 du 14 mars 2016 relative à la partie législative du code de la consommation Monsieur le Président de la République, La présente ordonnance, prise sur le fondement de l'article 38 de la Constitution, a pour objet de permettre l'adoption de la nouvelle partie législative du code de la consommation. Malgré une codification récen",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L131-1-1,LEGIARTI000044549719,2022-05-28,,Ordonnance n°2021-1734 du 22 décembre 2021,Ordonnance n°2021-1734 du 22 décembre 2021,ORDONNANCE,JORFDOLE000044550081,15,0,0,JORFDOLE000044550081__rapport-pr-JORFTEXT000044546224.txt,0,14649,"Rapport au Président de la République relatif à l'ordonnance n° 2021-1734 du 22 décembre 2021 transposant la directive 2019/2161 du Parlement européen et du Conseil du 27 novembre 2019 et relative à une meilleure application et une modernisation des règles de l'Union en matière de protection des consommateurs Monsieur le Président de la République, La présente ordonnance est prise sur le fondement",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L132-25,LEGIARTI000032227039,2016-07-01,L121-14,Ordonnance n°2016-301 du 14 mars 2016,Ordonnance n°2016-301 du 14 mars 2016,ORDONNANCE,JORFDOLE000032223954,14,0,0,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,0,11783,"Rapport au Président de la République relatif à l'ordonnance n° 2016-301 du 14 mars 2016 relative à la partie législative du code de la consommation Monsieur le Président de la République, La présente ordonnance, prise sur le fondement de l'article 38 de la Constitution, a pour objet de permettre l'adoption de la nouvelle partie législative du code de la consommation. Malgré une codification récen",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L224-25-21,LEGIARTI000044133070,2021-10-01,,Ordonnance n°2021-1247 du 29 septembre 2021,Ordonnance n°2021-1247 du 29 septembre 2021,ORDONNANCE,JORFDOLE000044129891,15,0,0,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,0,11911,"Rapport au Président de la République relatif à l'ordonnance n° 2021-1247 du 29 septembre 2021 relative à la garantie légale de conformité pour les biens, les contenus numériques et les services numériques Monsieur le Président de la République, La présente ordonnance est prise sur le fondement de l'article 1er de la loi n° 2020-1508 du 3 décembre 2020 portant diverses dispositions d'adaptation au",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L224-25-28,LEGIARTI000044133319,2021-10-01,,Ordonnance n°2021-1247 du 29 septembre 2021,Ordonnance n°2021-1247 du 29 septembre 2021,ORDONNANCE,JORFDOLE000044129891,15,0,0,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,0,11911,"Rapport au Président de la République relatif à l'ordonnance n° 2021-1247 du 29 septembre 2021 relative à la garantie légale de conformité pour les biens, les contenus numériques et les services numériques Monsieur le Président de la République, La présente ordonnance est prise sur le fondement de l'article 1er de la loi n° 2020-1508 du 3 décembre 2020 portant diverses dispositions d'adaptation au",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L313-19,LEGIARTI000032315905,2016-07-01,,Ordonnance n°2016-351 du 25 mars 2016,Ordonnance n°2016-351 du 25 mars 2016,ORDONNANCE,JORFDOLE000032302646,14,0,0,JORFDOLE000032302646__rapport-pr-JORFTEXT000032294257.txt,0,10320,"Rapport au Président de la République relatif à l'ordonnance n° 2016-351 du 25 mars 2016 sur les contrats de crédit aux consommateurs relatifs aux biens immobiliers à usage d'habitation Monsieur le Président de la République, La présente ordonnance soumise à l'avis du Conseil d'Etat est prise sur le fondement de l'habilitation donnée au Gouvernement par la loi n° 2014-1662 du 30 décembre 2014 port",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L224-9-1,LEGIARTI000043211256,2021-03-05,,Ordonnance n°2021-237 du 3 mars 2021,Ordonnance n°2021-237 du 3 mars 2021,ORDONNANCE,JORFDOLE000043212853,15,0,0,JORFDOLE000043212853__rapport-pr-JORFTEXT000043210227.txt,0,6640,"Rapport au Président de la République relatif à l'ordonnance n° 2021-237 du 3 mars 2021 portant transposition de la directive (UE) 2019/944 du Parlement européen et du Conseil du 5 juin 2019 concernant des règles communes pour le marché intérieur de l'électricité et modifiant la directive 2012/27/UE, et mesures d'adaptation au règlement (UE) 2019/943 du Parlement européen et du Conseil du 5 juin 2",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L621-6,LEGIARTI000034073054,2017-02-23,L421-4,LOI n°2017-203 du 21 février 2017,Ordonnance n°2010-420 du 27 avril 2010,ORDONNANCE,JORFDOLE000022204481,13,0,0,JORFDOLE000022204481__rapport-pr-JORFTEXT000022148462.txt,0,3970,"Rapport au Président de la République relatif à l'ordonnance n° 2010-420 du 27 avril 2010 portant adaptation de dispositions résultant de la fusion de la direction générale des impôts et de la direction générale de la comptabilité publique Monsieur le Président de la République, La présente ordonnance, prise sur le fondement de l'habilitation donnée au Gouvernement par l'article 68 de la loi n° 20",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L224-25-7,LEGIARTI000044133351,2021-10-01,,Ordonnance n°2021-1247 du 29 septembre 2021,Ordonnance n°2021-1247 du 29 septembre 2021,ORDONNANCE,JORFDOLE000044129891,15,0,0,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,0,11911,"Rapport au Président de la République relatif à l'ordonnance n° 2021-1247 du 29 septembre 2021 relative à la garantie légale de conformité pour les biens, les contenus numériques et les services numériques Monsieur le Président de la République, La présente ordonnance est prise sur le fondement de l'article 1er de la loi n° 2020-1508 du 3 décembre 2020 portant diverses dispositions d'adaptation au",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L224-68-1,LEGIARTI000043371943,2021-04-16,,Ordonnance n°2021-443 du 14 avril 2021,Ordonnance n°2021-443 du 14 avril 2021,ORDONNANCE,JORFDOLE000043373684,15,0,0,JORFDOLE000043373684__rapport-pr-JORFTEXT000043370887.txt,0,5766,"Rapport au Président de la République relatif à l'ordonnance n° 2021-443 du 14 avril 2021 relative au régime de responsabilité pénale applicable en cas de circulation d'un véhicule à délégation de conduite et à ses conditions d'utilisation Monsieur le Président de la République, L'article 31 de la loi n° 2019-1428 du 24 décembre 2019 d'orientation des mobilités a habilité le Gouvernement à prendre",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L425-1,LEGIARTI000045456089,2022-04-01,,Ordonnance n°2022-456 du 30 mars 2022,Ordonnance n°2022-456 du 30 mars 2022,ORDONNANCE,JORFDOLE000045446720,15,0,0,JORFDOLE000045446720__rapport-pr-JORFTEXT000045442688.txt,0,7809,"Rapport au Président de la République relatif à l'ordonnance n° 2022-456 du 30 mars 2022 relative à la création d'un régime de déclaration dans le domaine de la sécurité aérienne et à l'adaptation du droit national à l'entrée en vigueur du règlement (UE) 2018/1139 du 4 juillet 2018 Monsieur le Président de la République, La présente ordonnance est prise sur le fondement des articles 3 et 4 de la l",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L462-1,LEGIARTI000034131325,2017-07-01,,Ordonnance n°2017-269 du 2 mars 2017,Ordonnance n°2017-269 du 2 mars 2017,ORDONNANCE,JORFDOLE000034131633,14,0,0,JORFDOLE000034131633__rapport-pr-JORFTEXT000034128363.txt,0,6008,"Rapport au Président de la République relatif à l'ordonnance n° 2017-269 du 2 mars 2017 portant dispositions relatives à l'outre-mer du code de la consommation Monsieur le Président de la République, La présente ordonnance, prise sur le fondement de l'article 38 de la Constitution, a pour objet de procéder à l'extension de la nouvelle rédaction de la partie législative du code de la consommation, ",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L433-11,LEGIARTI000039382262,2019-12-15,L115-33,Ordonnance n°2019-1169 du 13 novembre 2019,Ordonnance n°2006-1547 du 7 décembre 2006,ORDONNANCE,JORFDOLE000021947750,12,0,0,JORFDOLE000021947750__rapport-pr-JORFTEXT000000274696.txt,0,8595,"Rapport au Président de la République relatif à l'ordonnance n° 2006-1547 du 7 décembre 2006 relative à la valorisation des produits agricoles, forestiers ou alimentaires et des produits de la mer Monsieur le Président, L'article 73 de la loi n° 2006-11 du 5 janvier 2006 d'orientation agricole a posé les principes de la réorganisation du dispositif français de valorisation des produits agricoles, ",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L224-106,LEGIARTI000032226453,2016-07-01,,Ordonnance n°2016-301 du 14 mars 2016,Ordonnance n°2016-301 du 14 mars 2016,ORDONNANCE,JORFDOLE000032223954,14,0,0,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,0,11783,"Rapport au Président de la République relatif à l'ordonnance n° 2016-301 du 14 mars 2016 relative à la partie législative du code de la consommation Monsieur le Président de la République, La présente ordonnance, prise sur le fondement de l'article 38 de la Constitution, a pour objet de permettre l'adoption de la nouvelle partie législative du code de la consommation. Malgré une codification récen",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L241-8,LEGIARTI000044138529,2021-10-01,,Ordonnance n°2021-1247 du 29 septembre 2021,Ordonnance n°2021-1247 du 29 septembre 2021,ORDONNANCE,JORFDOLE000044129891,15,0,0,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,0,11911,"Rapport au Président de la République relatif à l'ordonnance n° 2021-1247 du 29 septembre 2021 relative à la garantie légale de conformité pour les biens, les contenus numériques et les services numériques Monsieur le Président de la République, La présente ordonnance est prise sur le fondement de l'article 1er de la loi n° 2020-1508 du 3 décembre 2020 portant diverses dispositions d'adaptation au",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L217-2,LEGIARTI000044142583,2021-10-01,L211-2,Ordonnance n°2021-1247 du 29 septembre 2021,Ordonnance n°2005-136 du 17 février 2005,ORDONNANCE,JORFDOLE000021979239,12,0,0,JORFDOLE000021979239__rapport-pr-JORFTEXT000000448450.txt,0,11845,"Rapport au Président de la République relatif à l'ordonnance n° 2005-136 du 17 février 2005 relative à la garantie de la conformité du bien au contrat due par le vendeur au consommateur Monsieur le Président, La présente ordonnance, prise en application de l'article 82 de la loi de simplification du droit du 9 décembre 2004, vise à transposer dans notre ordre juridique la directive 99/44/CE du 25 ",,,rapport au Président de la République,0,article
origine_ordonnance,L511-1,LEGIARTI000032225208,2016-07-01,,Ordonnance n°2016-301 du 14 mars 2016,Ordonnance n°2016-301 du 14 mars 2016,ORDONNANCE,JORFDOLE000032223954,14,0,0,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,0,11783,"Rapport au Président de la République relatif à l'ordonnance n° 2016-301 du 14 mars 2016 relative à la partie législative du code de la consommation Monsieur le Président de la République, La présente ordonnance, prise sur le fondement de l'article 38 de la Constitution, a pour objet de permettre l'adoption de la nouvelle partie législative du code de la consommation. Malgré une codification récen",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L315-11,LEGIARTI000032225751,2016-07-01,L314-7,Ordonnance n°2016-301 du 14 mars 2016,Ordonnance n°2006-346 du 23 mars 2006,ORDONNANCE,JORFDOLE000017760742,12,0,0,JORFDOLE000017760742__rapport-pr-JORFTEXT000000456743.txt,0,61092,"Rapport au Président de la République relatif à l'ordonnance n° 2006-346 du 23 mars 2006 relative aux sûretés Monsieur le Président, Moderniser les sûretés afin de les rendre lisibles et efficaces tant pour les acteurs économiques que pour les citoyens tout en préservant l'équilibre des intérêts en présence, tels sont les objectifs de la présente ordonnance. En insérant l'ensemble des textes consa",,,rapport au Président de la République,0,article
origine_ordonnance,L341-47,LEGIARTI000032395811,2016-07-01,L341-61,Ordonnance n°2016-351 du 25 mars 2016,Ordonnance n°2016-351 du 25 mars 2016,ORDONNANCE,JORFDOLE000032302646,14,0,0,JORFDOLE000032302646__rapport-pr-JORFTEXT000032294257.txt,0,10320,"Rapport au Président de la République relatif à l'ordonnance n° 2016-351 du 25 mars 2016 sur les contrats de crédit aux consommateurs relatifs aux biens immobiliers à usage d'habitation Monsieur le Président de la République, La présente ordonnance soumise à l'avis du Conseil d'Etat est prise sur le fondement de l'habilitation donnée au Gouvernement par la loi n° 2014-1662 du 30 décembre 2014 port",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L242-18-2,LEGIARTI000044138704,2021-10-01,,Ordonnance n°2021-1247 du 29 septembre 2021,Ordonnance n°2021-1247 du 29 septembre 2021,ORDONNANCE,JORFDOLE000044129891,15,0,0,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,0,11911,"Rapport au Président de la République relatif à l'ordonnance n° 2021-1247 du 29 septembre 2021 relative à la garantie légale de conformité pour les biens, les contenus numériques et les services numériques Monsieur le Président de la République, La présente ordonnance est prise sur le fondement de l'article 1er de la loi n° 2020-1508 du 3 décembre 2020 portant diverses dispositions d'adaptation au",,,rapport au Président de la République,0,texte entier
origine_ordonnance,L224-108,LEGIARTI000032226447,2016-07-01,,Ordonnance n°2016-301 du 14 mars 2016,Ordonnance n°2016-301 du 14 mars 2016,ORDONNANCE,JORFDOLE000032223954,14,0,0,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,0,11783,"Rapport au Président de la République relatif à l'ordonnance n° 2016-301 du 14 mars 2016 relative à la partie législative du code de la consommation Monsieur le Président de la République, La présente ordonnance, prise sur le fondement de l'article 38 de la Constitution, a pour objet de permettre l'adoption de la nouvelle partie législative du code de la consommation. Malgré une codification récen",,,rapport au Président de la République,0,texte entier
loi_hors_open_data,L621-3,LEGIARTI000032224745,2016-07-01,L421-3,Ordonnance n°2016-301 du 14 mars 2016,Loi 93-949 1993-07-26 annexe JORF 27 juillet 1993,LOI,,,0,0,,,,,,,,,
loi_hors_open_data,L413-9,LEGIARTI000034072854,2017-02-23,L217-7,,Loi 93-949 1993-07-26 annexe JORF 27 juillet 1993,LOI,,,0,0,,,,,,,,,
loi_hors_open_data,L412-2,LEGIARTI000032225490,2016-07-01,L214-3,Ordonnance n°2016-301 du 14 mars 2016,Loi 93-949 1993-07-26 annexe JORF 27 juillet 1993,LOI,,,0,0,,,,,,,,,
loi_hors_open_data,L413-6,LEGIARTI000034072866,2017-02-23,L217-2,,Loi n°2003-239 du 18 mars 2003,LOI,JORFDOLE000017760408,12,0,0,JORFDOLE000017760408__r0508.asp,380510,383534,"Article 26 (art. L. 217-2 du code de la consommation) Incrimination de l'altération de signes permettant l'identification de marchandises Selon les statistiques de la criminalité constatée établies par le ministère de l'intérieur, les vols commis au mois d'octobre 2002 auraient diminué de 7,29 % par rapport à ceux commis au même mois de l'année passée. Si ces résultats sont particulièrem",,,rapport de commission,1,article
loi_hors_open_data,L431-7,LEGIARTI000032225390,2016-07-01,L115-17,Ordonnance n°2016-301 du 14 mars 2016,Loi 93-949 1993-07-26 annexe JORF 27 juillet 1993,LOI,,,0,0,,,,,,,,,
loi_hors_open_data,L321-2,LEGIARTI000032225710,2016-07-01,L322-2,Ordonnance n°2016-301 du 14 mars 2016,Loi n°2001-1168 du 11 décembre 2001,LOI,,,0,0,,,,,,,,,
loi_hors_open_data,L621-11,LEGIARTI000032224725,2016-07-01,L421-9,Ordonnance n°2016-301 du 14 mars 2016,Loi n°92-1336 du 16 décembre 1992,LOI,,,0,0,,,,,,,,,
loi_hors_open_data,L451-11,LEGIARTI000032225293,2016-07-01,L217-2,Ordonnance n°2016-301 du 14 mars 2016,Loi n°2003-239 du 18 mars 2003,LOI,JORFDOLE000017760408,12,0,0,JORFDOLE000017760408__r0508.asp,380510,383534,"Article 26 (art. L. 217-2 du code de la consommation) Incrimination de l'altération de signes permettant l'identification de marchandises Selon les statistiques de la criminalité constatée établies par le ministère de l'intérieur, les vols commis au mois d'octobre 2002 auraient diminué de 7,29 % par rapport à ceux commis au même mois de l'année passée. Si ces résultats sont particulièrem",,,rapport de commission,1,article
loi_hors_open_data,L621-1,LEGIARTI000032224749,2016-07-01,L421-1,Ordonnance n°2016-301 du 14 mars 2016,Loi 93-949 1993-07-26 annexe JORF 27 juillet 1993,LOI,,,0,0,,,,,,,,,
loi_hors_open_data,L122-12,LEGIARTI000032227175,2016-07-01,L121-50,Ordonnance n°2016-301 du 14 mars 2016,Loi n°94-442 du 3 juin 1994,LOI,,,0,0,,,,,,,,,
loi_hors_open_data,L313-39,LEGIARTI000038613855,2019-05-24,L312-14-1,LOI n° 2019-486 du 22 mai 2019,Loi n°99-532 du 25 juin 1999,LOI,,,0,0,,,,,,,,,
loi_hors_open_data,L451-9,LEGIARTI000032225297,2016-07-01,L217-1,Ordonnance n°2016-301 du 14 mars 2016,Loi 93-949 1993-07-26 annexe JORF 27 juillet 1993,LOI,,,0,0,,,,,,,,,
loi_hors_open_data,L743-2,LEGIARTI000033461409,2016-11-20,L332-12,,Loi n°2003-710 du 1 août 2003,LOI,JORFDOLE000017760141,12,0,0,,,,,,,,,
loi_hors_open_data,L742-17,LEGIARTI000032224339,2016-07-01,L332-8,Ordonnance n°2016-301 du 14 mars 2016,Loi n°2007-290 du 5 mars 2007,LOI,JORFDOLE000017758233,12,0,0,,,,,,,,,
loi_hors_open_data,L451-10,LEGIARTI000032225295,2016-07-01,L217-1,Ordonnance n°2016-301 du 14 mars 2016,Loi 93-949 1993-07-26 annexe JORF 27 juillet 1993,LOI,,,0,0,,,,,,,,,
reclassement_reglementaire,L512-46,LEGIARTI000032225021,2016-07-01,R215-16,Ordonnance n°2016-301 du 14 mars 2016,DÉCRET n°2014-1109 du 30 septembre 2014,DECRET,,,0,0,,,,,,,,,
reclassement_reglementaire,L822-2,LEGIARTI000032224241,2016-07-01,R531-2,Ordonnance n°2016-301 du 14 mars 2016,Décret n°2010-1221 du 18 octobre 2010,DECRET,,,0,0,,,,,,,,,
reclassement_reglementaire,L512-12,LEGIARTI000032225105,2016-07-01,R215-2,Ordonnance n°2016-301 du 14 mars 2016,DÉCRET n°2014-1109 du 30 septembre 2014,DECRET,,,0,0,,,,,,,,,
sans_origine,L222-17,LEGIARTI000034072595,2017-02-23,,,,,,,0,0,,,,,,,,,
