num_article,strate,id_legi,texte_origine,id_dole_origine,proposition_document,proposition_offset_debut,proposition_offset_fin,proposition_grain,proposition_declaree_en_entete,ANNOT_document,ANNOT_offset_debut,ANNOT_offset_fin,ANNOT_passage_cite,ANNOT_verdict,ANNOT_commentaire,proposition_jugee,annotateur,date,dossiers
L532-5,eligible_L16_L17,LEGIARTI000049571063,LOI n°2024-449 du 21 mai 2024,JORFDOLE000047533100,JORFDOLE000047533100__etude-impact-1.txt,587469,627999,article,0,JORFDOLE000041566073__RAPPANR5L15B3521.html,96103,96630,article 5 prévoit que le non-respect des mesures ordonnées ou devant être appliquées à la suite de la notification d’une adresse électronique dans le cadre de nouvelles dispositions de l’article L. 521-3-1 est puni d’un an d’emprisonnement et de 250 000 euros d’amende. Cette sanction est prévue dans le cadre d’un nouvel article L. 532-5 instaurée dans une nouvelle sous-section 3 « Mesures spécifiq,motive,"Le rapport de commission du projet de loi devenu la loi n° 2020-1508 (dossier JORFDOLE000041566073, commission des affaires économiques, L15 n°3521, doc. 1) explique explicitement l'article L. 532-5 [nouveau] au 3° de l'article 5 du projet de loi : « le non-respect des mesures ordonnées ou devant être appliquées à la suite de la notification d'une adresse électronique dans le cadre de nouvelles dispositions de l'article L. 521-3-1 est puni d'un an d'emprisonnement et de 250 000 euros d'amende. Cette sanction est prévue dans le cadre d'un nouvel article L. 532-5 instaurée dans une nouvelle sous-section 3 « Mesures spécifiques applicables aux contenus illicites en ligne » de la section unique du chapitre II du titre III du code de la consommation. » Le passage motive les trois éléments caractéristiques de l'article : l'objet de la sanction (le non-respect des mesures ordonnées sur le fondement du futur L. 521-3-1), le niveau de la peine (un an, 250 000 €) et l'architecture de la section (nouvelle sous-section 3 du chapitre II du titre III du livre V). Le rapport au Président de la loi n° 2024-449 (dossier JORFDOLE000047533100) ne fait que citer L. 532-5 dans la liste des codes modifiés, sans passage consacré au dispositif de l'article : simple dossier_seulement, sans motif pour cette modification.",corrigee,agent:minimax-m3,2026-09-19,JORFDOLE000041566073 JORFDOLE000047533100
L521-3-1,eligible_L16_L17,LEGIARTI000049571083,LOI n°2024-449 du 21 mai 2024,JORFDOLE000047533100,JORFDOLE000047533100__l22-777_mono.html,367253,377699,article,0,JORFDOLE000047533100__etude-impact-1.txt,614988,616864,"Par ailleurs, la rédaction de l’article L. 521-3-1 ne répond pas totalement aux prescriptions du règlement 2019/1020 du 20 juin 2019 sur la surveillance du marché et la conformité des produits qui prévoit que les autorités chargées des contrôles, entrant dans le champ d’application du règlement, disposent d’un pouvoir de retrait des contenus illicites « lorsqu’il n’existe pas d’autre moyen de fair",motive,"[confirmé en relecture par agent:claude-opus-5 le 2026-09-19, verdict de agent:deepseek-v4p1-flash : relecture : le passage désigné porte sur le dispositif de l'article ; la base motive par un autre document du même dossier, ce qui ne contredit pas] Passage retenu : l'étude d'impact de la loi n°2024-449 du 21 mai 2024 (dossier JORFDOLE000047533100), qui porte la version en vigueur de L521-3-1. Elle expose la raison de la rédaction actuelle : le règlement (UE) 2019/1020 exige un pouvoir de retrait des contenus illicites « lorsqu'il n'existe pas d'autre moyen de faire cesser un risque grave » ; or la rédaction antérieure ne permettait le blocage qu'en cas de non-respect d'une injonction prise sur le fondement de L521-1 (loyauté/protection économique), les injonctions de conformité et de sécurité des produits et services étant prises sur le fondement des articles L521-5 et suivants ; d'où l'extension du champ à la conformité et à la sécurité « des produits et des services » et l'ajout des renvois aux injonctions L521-7, L521-16, L521-17, L521-20 et L521-23, visibles dans le texte en vigueur. Recherche exhaustive : 2020 (dossier JORFDOLE000041566073) — rapport AN B3521, dont l'article 5 détaille la création du dispositif (message d'avertissement, déréférencement, blocage, délai de 48 h) ; exposé des motifs sans mention ; rapport Sénat l20-069 reproduisant le texte ; 2022 (dossier JORFDOLE000046027237) — rapport AN B0144 et étude d'impact décrivant le dispositif alors en vigueur ; 2024 (dossier JORFDOLE000047533100) — exposé des motifs (mention générale), rapport AN B1674 (description du dispositif), rapport Sénat l22-777 (adaptation pour élargir les cas de réquisition), avis CE et étude d'impact. Le dispositif ayant été créé par la loi n°2020-1508 du 3 décembre 2020, j'aurais pu citer le rapport de 2020 ; j'ai retenu la source productrice de la version en vigueur. Concordance manquante / anomalie à signaler : la fiche indique « texte à l'origine : LOI n°2024-449 » et un dossier DOLE 2024, alors que l'historique porte CREE par la loi n°2020-1508 du 3 décembre 2020 ; l'origine réelle n'est donc pas le texte déclaré. Le fragment cité contient en outre un appel de note de bas de page (« 250 ») propre au fichier d'étude d'impact.",corrigee,agent:claude-opus-5,2026-09-19,JORFDOLE000041566073 JORFDOLE000046027237 JORFDOLE000047533100
L512-2-1,eligible_L16_L17,LEGIARTI000051829071,LOI n°2025-594 du 30 juin 2025,JORFDOLE000051045642,,,,,,JORFDOLE000051045642__l24-468_mono.html,91628,92772,"instaurer un dispositif d'anonymisation, similaire à celui des agents des finances publiques ou des agents des douanes, afin de protéger les agents en cas menaces proférées à leur encontre dans le cadre des contrôles qu'ils opèrent ; - permettre aux agents, lorsqu'ils interviennent comme « client mystère », d'enregistrer les déclarations de la personne qu'ils contrôlent lorsque celle-ci énonce un ",motive,"Le rapport sénatorial (doc 5, rapport n°468 2024-2025, commission des affaires économiques, rapporteur Olivier Rietmann) explique expressément la genèse de l'article L512-2-1 : il prend pour modèle l'article 174 de la loi de finances 2020 qui protège les agents des finances publiques, constate que les agents DGCCRF font face à des risques analogues sans dispositif comparable, et relate l'adoption de l'amendement COM-50 créant ce dispositif d'anonymisation. Le doc 2 (rapport AN) ne fait que reproduire le texte sans l'expliquer. L'historique ne remonte qu'à la loi 2025 (création pure, pas de recodification). Consulté : docs 1-5 du corpus, exposé des motifs (doc 3) ne mentionne pas cet article.",aucune,agent:nemotron-3-ultra-nvfp4,2026-09-19,JORFDOLE000051045642
L312-95,eligible_L16_L17,LEGIARTI000047284770,LOI n°2023-171 du 9 mars 2023,JORFDOLE000046590737,JORFDOLE000046590737__RAPPANR5L16B0748.html,372410,430849,article,0,JORFDOLE000046590737__etude-impact-1.txt,318722,319065,"Au sein du code de la consommation, s’agissant des services bancaires, il est nécessaire d’adapter les dispositions du livre III qui régissent le crédit à la consommation, le crédit immobilier ainsi que les autorisations de découvert et dépassement afin de garantir leur conformité aux exigences d’accessibilité issues de la directive 2019/882",motive,"[confirmé en relecture par agent:claude-opus-5 le 2026-09-19, verdict de agent:glm-5p3-flash : relecture : le passage désigné porte sur le dispositif de l'article ; la base motive par un autre document du même dossier, ce qui ne contredit pas] L'article, créé par l'article 12 de la loi du 9 mars 2023 (transposition de la directive UE 2019/882, European Accessibility Act), impose au prêteur de s'assurer que les contrats de crédit de la section répondent aux exigences d'accessibilité de l'article L. 412-13. L'étude d'impact, section « 2.1.5 Le secteur bancaire », en donne la raison : la directive 2019/882 couvre les services bancaires aux consommateurs, si bien qu'il est nécessaire d'adapter les dispositions du livre III du code de la consommation régissant le crédit à la consommation et le crédit immobilier afin de garantir leur conformité aux exigences d'accessibilité issues de la directive — L312-95 est précisément cette adaptation pour le crédit à la consommation. Le passage ne nomme pas l'article (le projet initial prévoyait une transposition par ordonnance) ; en revanche le rapport de commission AN n° 748 (doc 1, @426549) nomme l'article dans sa synthèse de l'article 12 : « les nouveaux articles L. 312-95 et L. 314-32 viennent étendre les obligations d'accessibilité aux prêteurs dans le cadre des crédits à la consommation ou immobiliers », ce qui corrobore le lien. Consulté : les 8 documents du dossier JORFDOLE000046590737 (rapport AN n° 748, avis CE, étude d'impact, exposé des motifs, rapports Sénat l22-186 et l22-339) ; mentions de l'article dans le doc 1 (@426549 synthèse, @1014758 table des textes modifiés) ; recherches « prêteur », « bancaire », « crédit », « accessibilité » dans tous les documents. Proposition de la machine (doc 1, grain article 10 : dissolution des SARL pour insuffisance de capitaux propres) : hors sujet, rejetée. Pas de concordance manquante à signaler : l'article est né sous ce numéro en 2023, aucune recodification antérieure.",corrigee,agent:claude-opus-5,2026-09-19,JORFDOLE000046590737
L242-51,eligible_L16_L17,LEGIARTI000051828398,LOI n°2025-594 du 30 juin 2025,JORFDOLE000051045642,JORFDOLE000051045642__RAPPANR5L17B0633.html,236118,292878,article,0,JORFDOLE000051045642__RAPPANR5L17B0633.html,155170,155757,"Sans mention du recours à une sous-traitance et de l’identité des sous‑traitants ( [16] ) , ainsi que des conséquences du recours à des artisans qui ne disposent pas du label RGE pour le bénéfice d’aides à la rénovation, une sanction administrative pourra être prononcée, à hauteur de 15 000 euros pour une personne physique et 75 000 euros pour une personne morale, soit des niveaux similaires à ceu",motive,"Rapport Cazenave n° 633 (AN, 1re lecture, 27/11/2024). Le passage motive le I de L. 242-51, cœur de l'article (amende administrative) : déclencheur — le défaut des mentions exigées (recours à la sous-traitance, identité des sous-traitants, conséquences du recours à des artisans non RGE sur les aides), i.e. le manquement aux obligations d'information — et surtout le quantum : 15 000 €/75 000 €, « niveaux similaires à ceux qui s'appliquent aux autres manquements à l'information précontractuelle du consommateur (garantie légale de conformité, garantie légale des vices cachés, garanties commerciales, etc.) », par contraste avec l'échelle 75 000/375 000 € du démarchage (L. 242-16-1, même rapport) ; montants repris à l'identique dans le I en vigueur. Le II (nullité) est motivé ailleurs : rapport Rietmann n° 468 (Sénat, doc [5], position de la commission) — amendement COM-46 « au même titre que le contrat conclu sans information du consommateur à l'égard de la détention du label RGE, le contrat conclu sans information du consommateur à l'égard du recours à la sous-traitance est nul », précédé du pourquoi (importance financière des travaux pour les ménages) — d'où un II couvrant L. 224-114 (label) et L. 224-115 (sous-traitance). Trajectoire : PPL (amende sur le bloc d'information) ; refonte en séance AN (amendement 85 : L. 224-114 = info détention du label, L. 224-114-1 = info sous-traitance, l'amende restant sur L. 224-114) ; COM-46 au Sénat (nullité étendue, séance du 2/4/2025) ; CMP du 6/5/2025 (texte n° 570 : amende L. 224-114, nullité L. 224-114 ou 224-114-1) ; lecture définitive (AN 14/5, Sénat 21/5/2025, amendements adoptés sur le texte CMP) qui renumérote L. 224-114-1 en L. 224-115. Concordances manquantes à signaler : la fiche compte 0 mention de l'article dans le rapport CMP (doc [2]) — faux négatif, « Art. L. 242‑51 » y figure en annexe avec tirets insécables U+2011 ; le CRI Sénat du 2/4/2025 (article 3), importé au corpus pour L122-26/L132-14-1, contient le texte Sénat de L. 242-51 (non citable ici en numéro, il corrobore COM-46). Consulté : les 5 documents du dossier (rapport AN 633 — article 3 lu intégralement, exposé des motifs, rapport Sénat 468 [mono], rapport CMP 569/1368 y compris texte annexé et discussion), recherche sur le corpus entier (« sous-traitance est nul », « nullité », « 242 », « COM-46 »), JO de la loi 2025-594 sur Légifrance (contenu final de L. 224-114/115 vérifié), dossier Sénat ppl24-274 (chronologie des lectures). Proposition machine (doc [1], offsets 236118-292878 : débats d'amendements à partir de l'article 1er CRPA) : hors sujet pour L. 242-51 — passage désigné manuellement dans le même document.",corrigee,agent:glm-5p3,2026-09-19,JORFDOLE000051045642
L132-2-2,eligible_L16_L17,LEGIARTI000046190579,LOI n°2022-1158 du 16 août 2022,JORFDOLE000046027237,JORFDOLE000046027237__RAPPANR5L16B0144.html,1097755,1121004,article,1,JORFDOLE000046027237__RAPPANR5L16B0144.html,471311,474503,"En second lieu, les alinéas 4 et 7 du I de l’article 9 introduisent dans le régime de sanction des pratiques commerciales déloyales la circonstance aggravante d’infraction commise en « bande organisée ». Suivant la précision apportée par l’étude d’impact ( [241] ) , la notion obéit à la même définition que celle figurant à l’article 132-71 du code pénal . Au sens de cet article, constitue une band",motive,"[confirmé en relecture par agent:claude-opus-5 le 2026-09-19, verdict de agent:glm-5p3 : relecture : passage de l'exposé général du même rapport ; la base motive par le commentaire de l'article 9, plus long, qui nomme L132-2-2 en en-tête — les deux sont justes] Article créé par l'art. 9, I, al. 4 de la loi 2022-1158 (protection du pouvoir d'achat) ; une seule version, aucun numéro antérieur : l'aggravation « en bande organisée » est nouvelle pour les pratiques commerciales déloyales (étude d'impact : auparavant 2 ans et 300 000 euros d'amende sans distinction). Consulté : les 7 documents du dossier JORFDOLE000046027237 — rapport AN n° 144 (doc 1 : exposé général, analyse de l'article 9, débats en commission avec exemples d'arnaque : économies d'énergie, CPF, pronostics sportifs), rapport AN n° 177 (doc 2 : aucune mention), avis du Conseil d'État (doc 3, § 24 : mesure sans difficulté juridique), étude d'impact (doc 4 : nécessité de légiférer, objectifs, dispositif retenu), exposé des motifs (doc 5, art. 9), pages Sénat (docs 6-7 : article 9 adopté sans modification en commission et en séance, amendements de suppression des sanctions rejetés) ; plus contrôle corpus « bande organisée » : les autres dossiers traitent d'autres matières (contrefaçon, traite, douanes, armes), aucune concordance manquante. Verdict motive : le passage désigné (analyse de l'article 9 par la commission des affaires économiques) relie expressément la circonstance aggravante « bande organisée » aux alinéas 4 et 7 de l'article 9 qui créent L. 132-2-2 et L. 132-11-2 ; il en donne la définition (art. 132-71 du code pénal), la raison (réprimer des agissements concertés atteignant la liberté de choix des consommateurs ; non-novation : le code connaît déjà ces aggravations pour falsifications L. 451-2 et fraudes L. 454-3), puis énonce le quantum — sept ans d'emprisonnement pour une pratique commerciale trompeuse ou agressive en bande organisée, en nommant L. 132-2-2 — relevé depuis les 2 ans du droit en vigueur et proportionné aux peines de la tromperie. Passages corroborants : étude d'impact « dispositif retenu » (sept ans comme déjà prévu pour le délit de tromperie, art. L. 454-3) et « nécessité de légiférer » (pratiques particulièrement dolosives financièrement en bande organisée) ; exposé des motifs (renforcer la lutte contre les arnaques dont sont victimes les consommateurs). La proposition de la machine (section examen en commission, débats CE56/CE82 sur l'habilitation à légiférer par ordonnance) porte sur le volet habilitation, pas sur les sanctions : je désigne le développement d'analyse du même document. Au passage : l'index des mentions ne repère que 2 occurrences du numéro car le passage substantiel l'écrit avec des traits d'union insécables, il a fallu chercher par les mots du dispositif.",corrigee,agent:claude-opus-5,2026-09-19,JORFDOLE000046027237
L223-8,eligible_L16_L17,LEGIARTI000051828335,LOI n°2025-594 du 30 juin 2025,JORFDOLE000051045642,JORFDOLE000051045642__RAPPANR5L17B0633.html,236118,292878,article,0,JORFDOLE000051045642__RAPPANR5L17B0633.html,152152,155817,article 3 de la présente proposition de loi propose d’étendre l’interdiction du démarchage commercial aux travaux d’adaptation des logements à la perte d’autonomie liée au vieillissement et au handicap. Si les aides de l’Anah au titre de l’aide « MaPrimeAdapt’ » n’ont pas encore atteint le niveau des sommes engagées au titre de la rénovation énergétique (263 M€ fléchés vers le dispositif nouvellem,motive,"Le rapport de commission (document 1, JORFDOLE000051045642__RAPPANR5L17B0633.html) contient une section intitulée « L'extension de l'interdiction du démarchage commercial » (offsets ~152088–155785) qui explique directement l'article L223-8 : elle précise que l'article 3 de la proposition de loi étend l'interdiction de démarchage aux travaux d'adaptation des logements au vieillissement/handicap (MaPrimeAdapt'), étend les vecteurs aux services de communications interpersonnelles, courriels et réseaux sociaux (comme pour le CPF), définit la notion de « message » comme sollicitation personnalisée (excluant la publicité ciblée), et fixe les montants d'amende administrative (75 000 € personne physique, 375 000 € personne morale) ainsi que la nullité du contrat issu d'un démarchage interdit. Ce passage motive l'article dans son dispositif exact (objet, vecteurs, exception contrat en cours, sanction). Consulté : document 1 du corpus (rapport de commission), mentions de l'article dans ce document, lecture intégrale de la section correspondante.",corrigee,agent:nemotron-3-ultra-nvfp4,2026-09-19,JORFDOLE000051045642
L241-1-1,eligible_L16_L17,LEGIARTI000051560125,LOI n°2025-391 du 30 avril 2025,JORFDOLE000050427907,,,,,,JORFDOLE000044550081__rapport-pr-JORFTEXT000044546224.txt,9997,10416,"déséquilibre significatif entre les droits et obligations des parties au contrat, sans pour autant être interdite, par une décision de justice devenue définitive à son égard. L'amende civile peut être prononcée par la juridiction saisie à la demande de l'autorité administrative chargée de la concurrence et de la consommation, les associations de défense des consommateurs, le ministère public ou le",motive,"Le rapport au Président de la République relatif à l'ordonnance n°2021-1734 (document 1) consacre un passage explicite à l'article 8 de l'ordonnance, qui est devenu l'article L241-1-1. Ce passage décrit précisément le dispositif : amende civile (15k/75k €), récidive de clauses abusives jugées telles par décision définitive, saisine par l'administration, associations, MP ou consommateur. Il motive donc directement cet article. Les documents du dossier 2025 (loi n°2025-391) ne mentionnent pas L241-1-1 ; la modification de 2025 a seulement mis à jour les renvois (article 16 de la loi 2025-391) sans changer le fond. Recherche exhaustive faite sur les 8 documents du corpus : seul le rapport au Président (doc 1) nomme le dispositif.",aucune,agent:nemotron-3-ultra-nvfp4,2026-09-19,JORFDOLE000044550081 JORFDOLE000050427907
L122-26,eligible_L16_L17,LEGIARTI000051828610,LOI n°2025-594 du 30 juin 2025,JORFDOLE000051045642,,,,,,externe__L122-26__senat-cri-2025-04-02-p20-ppl24-274-am120.html,27629,28387,"Cet amendement est lui aussi issu des travaux de la commission d’enquête présidée par Mme Estrosi Sassone. Il s’agit d’« obliger les sites internet et les publicités proposant des travaux de rénovation à inviter les particuliers à se rapprocher d’une agence France Rénov’ et, surtout, à inclure un lien de redirection vers la plateforme France Rénov’ ». Or, mes chers collègues, tapez « rénovation th",motive,"L122-26 est une création de la loi n° 2025-594 du 30 juin 2025 (PPL contre toutes les fraudes aux aides publiques), où il fut l'article 3 bis AAA. Aucun des 5 documents du dossier ne l'expliquait ni ne le mentionnait : rapport AN n° 633 (Cazenave, 1re lecture) — rien ; rapport Sénat n° 468 (Rietmann, déposé le 19/03/2025) — l'article n'y figure pas, il est né en séance publique ; rapport de CMP (ANR5L17B1368) — deux mentions brèves de l'article 3 bis AAA dans le débat de CMP, sans motivation développée ; exposé des motifs — rien. Trou du corpus comblé : compte rendu intégral de la séance publique du Sénat du 2 avril 2025 (page sur l'amendement n° 120, senat.fr/seances/s202504/s20250402/s20250402020.html), importé en document [6]. L'article y naît de l'amendement n° 120 de M. Guillaume Gontard et al., dont le libellé insérait déjà l'article L. 122-26 quasi in extenso. Le passage désigné (exposé de l'auteur) donne la raison d'être du dispositif : issue des travaux de la commission d'enquête Estrosi Sassone, l'obligation vise à orienter les particuliers vers l'agence France Rénov' (le SPPEH) et à imposer un lien de redirection, parce qu'une recherche internet sur la rénovation aboutit à des sites incitant à changer de chaudière plutôt qu'à un accompagnement en parcours de rénovation. Les 2e et 4e alinéas de l'article (renvoi à un arrêté ; amende administrative portée à 15 000/75 000 €) proviennent du sous-amendement n° 148 du Gouvernement, motivé immédiatement après dans le même document par Mme Louwagie : renforcer et moduler les sanctions « afin de dissuader les fraudeurs », renvoyer à un arrêté le contenu de l'information, « rendre l'amendement n° 120 pleinement opérationnel » ; le rapporteur Rietmann n'y a donné un avis favorable que sous réserve de ce sous-amendement. Pas de concordance manquante : LEGI ne déclare aucun numéro antérieur, création ex nihilo de 2025. Proposition machine (aucune) confirmée fausse en corpus mais le motif existait hors corpus.",aucune,agent:glm-5p3,2026-09-19,JORFDOLE000051045642
L132-14-1,eligible_L16_L17,LEGIARTI000051828125,LOI n°2025-594 du 30 juin 2025,JORFDOLE000051045642,,,,,,externe__L132-14-1__senat-cri-2025-04-02-partie16-ppl24-274-article3.html,23557,24198,"Il tend également à durcir les sanctions encourues lorsque l’abus de faiblesse ou d’ignorance est commis à la suite d’un démarchage téléphonique. Cet amendement, monsieur le sénateur, est cohérent avec la rédaction de votre proposition de loi sur le démarchage téléphonique. Le Gouvernement va donc émettre un avis favorable. J’indique simplement que le montant de l’amende, que vous portez à 20 % du",motive,"La raison de l'article est écrite dans le débat en séance publique du Sénat (2 avril 2025), absent du corpus — récupéré sur senat.fr et importé (doc 6) : trou du corpus. L'article naît par l'amendement n° 95 rect. de M. Verzelen et al. au texte de commission n° 469 (adopté, avis commission et Gouvernement favorables), repris de sa proposition de loi sur le démarchage téléphonique consenti. Le passage retenu (avis du Gouvernement, Mme Louwagie) désigne le dispositif : durcir les sanctions encourues lorsque l'abus de faiblesse ou d'ignorance est commis à la suite d'un démarchage téléphonique (peines de L. 132-14 portées à 5 ans et 500 000 €) ; il explique aussi le taux de l'amende : le 20 % du chiffre d'affaires voté au Sénat est nettement supérieur au 10 % prévu d'une manière générale par le droit de la consommation, à affiner dans la navette — ajustement réalisé par la CMP du 6 mai 2025 (rapport CMP doc 2 : texte annexé à 20 % dans le tableau comparatif ; loi promulguée, art. 13 : 10 %). Mêmes motifs chez l'auteur (« Il s'agit de renforcer les sanctions en cas d'abus de faiblesse », M. Verzelen) et le rapporteur (« renforcer les sanctions encourues en cas d'abus de faiblesse lié au démarchage téléphonique », M. Rietmann), dans le même document. Consulté sans rien trouver pour cette disposition : rapport AN n° 633 (doc 1, nov. 2024) et exposé des motifs (doc 3) — PPL initiale de 4 articles ; rapport Sénat n° 468 (doc 5) — le texte de commission n° 469, vérifié en ligne, ne contient pas L. 132-14-1 ; rapport CMP n° 569 (doc 2) — l'article 3 y est adopté « dans la rédaction issue des travaux » sans aucun débat sur le volet pénal. Pas de concordance manquante : création ex nihilo en 2025, historique LEGI à un seul texte.",aucune,agent:glm-5p3,2026-09-19,JORFDOLE000051045642
L313-10,origine_ordonnance,LEGIARTI000035731505,Ordonnance n°2016-301 du 14 mars 2016,JORFDOLE000032223954,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,0,11783,texte entier,0,JORFDOLE000026795365__l12-422-1_mono.html,547528,548514,"La commission a également adopté un amendement de notre collègue Razzy Hammadi et d'autres membres du groupe socialiste, qui a pour effet de rendre obligatoire la remise à l'emprunteur, dès lors qu'on lui propose ou qu'il sollicite une assurance en garantie d'un crédit immobilier, d'une fiche standardisée d'information. Les modalités d'application de cette disposition sont fixées par un décret en ",motive,"Verdict motive, passage dans un document importé (rapport Sénat n° 422, 2012-2013, R. Yung, 1re lecture du projet de loi de séparation et de régulation des activités bancaires, commentaire de l'article 18 devenu art. 60 de la loi 2013-672). L'historique de la fiche est trompeur : il suit le numéro L313-10 (ancien art. sur le cautionnement disproportionné, loi 93-949, LME 2008, etc.) et donne comme anciens numéros L313-6/L313-8, alors que la substance de l'article en vigueur (fiche standardisée d'information sur l'assurance emprunteur, FSI) est l'ancien L312-6-2, créé par l'art. 60 de la loi 2013-672 du 26 juillet 2013 (amendement Hammadi, AN 1re lecture), recodifié L313-10 par l'ord. 2016-301, champ réécrit par l'ord. 2016-351 (transposition dir. 2014/17/UE), 'remise' devenue 'fournie' par l'ord. 2017-1433 (dématérialisation). Le dossier JORFDOLE000026795365 (loi 2013-672) est dans le corpus (10 documents) mais absent de la fiche : ce n'est pas un trou du corpus, c'est un trou de la chaîne de renumérotation. Le passage désigné explique CE dispositif : objet de la fiche (comparabilité des offres d'assurance par présentation standardisée), format et contenu fixés par arrêté, mention de la possibilité de déléguer l'assurance, généralisation d'une pratique déjà recommandée par le CCSF. Complément non cité : l'ajout 'lors de la première simulation' vient d'un amendement Christian Paul (AN 2e lecture), décrit dans le rapport Sénat n° 681 (l12-681_mono @107918) et le rapport AN n° 1091 (@205123), sans exposé de motif. Consulté : les 34 documents de la fiche (chercher 'fiche standardisée' partout : seuls [31] et [34], loi 2022-270, en parlent, comme état du droit ; [34] renvoie lui-même à la loi 2013-672) ; les mentions de L313-10/L313-6/L313-8 des docs 3-4, 7-10, 12-18, 22-23, 31, 34 (toutes hors sujet : cautionnement, commission des taux, CESEDA, ou état du droit 2022) ; les rapports au Président [1], [27], [28], [29], [30] lus (aucun ne nomme l'article ; [29] mentionne seulement 'adaptation des dispositions relatives à l'assurance emprunteur' et la redéfinition du champ du crédit immobilier, [30] la dématérialisation en général) ; hors fiche, dans le corpus : les 10 docs du dossier loi 2013-672 (r0707 commission AN ne contient pas l'examen de l'amendement ; l12-422-1 le motive ; r1091, r1247, l12-681 décrivent les navettes) et les 10 docs du dossier loi 2014-344 Hamon (JORFDOLE000027383756 : la FSI n'y est qu'évoquée comme acquis de la loi bancaire, art. 19 octies). Dossier ord. 2009-866 sans document : sans rapport avec la FSI (crédit à la consommation, antérieur), non poursuivi. Proposition de la machine (rapport au Président ord. 2016-301, texte entier) : hors sujet, il ne parle ni de l'article ni de l'assurance emprunteur. [document ré-adressé au fichier identique du corpus (même SHA-256), 19/09 : le dossier 2013-672 manquait à l'historique de la fiche, non au corpus]",hors_sujet,agent:claude-opus-5,2026-09-19,JORFDOLE000032223954 JORFDOLE000032302646 JORFDOLE000035722724
L224-25-15,origine_ordonnance,LEGIARTI000044132994,Ordonnance n°2021-1247 du 29 septembre 2021,JORFDOLE000044129891,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,0,11911,texte entier,0,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,0,11911,"Rapport au Président de la République relatif à l'ordonnance n° 2021-1247 du 29 septembre 2021 relative à la garantie légale de conformité pour les biens, les contenus numériques et les services numériques Monsieur le Président de la République, La présente ordonnance est prise sur le fondement de l'article 1er de la loi n° 2020-1508 du 3 décembre 2020 portant diverses dispositions d'adaptation au",dossier_seulement,"Article créé ex nihilo par l'ordonnance n°2021-1247 (historique sans antérieur, pas de recodification). Seul document au corpus : le rapport au Président (doc 1, lu intégralement, 11 911 signes). Il ne nomme pas l'article (0 mention) et ne consacre aucun passage au dispositif propre de L224-25-15 (assimilation d'un manquement RGPD/loi 78-17 à un défaut de conformité) : la seule allusion aux données personnelles (@2977) porte sur le champ d'application — contrats où la valorisation des données tient lieu de prix — et non sur cette assimilation ; les mots du dispositif ('assimilé à un défaut de conformité', '2016/679', 'critères de conformité énoncés') sont absents. Recherche corpus entier : aucun des 371 documents ne mentionne « 224-25 » ; les occurrences de « 2016/679 » relèvent d'autres dossiers (loi 78-17, etc.), hors sujet. vie-publique inaccessible (protection anti-bot JS, plusieurs tentatives) ; pour une ordonnance il n'existe pas de travaux Sénat/AN. Rapport au Président ne nommant pas l'article = dossier_seulement (règle du 19/09/2026) ; la proposition (rapport, texte entier) est bien le document qui motive l'ordonnance en général, donc acceptée.",acceptee,agent:kimi-k3,2026-09-19,JORFDOLE000044129891
L224-25-12,origine_ordonnance,LEGIARTI000044132956,Ordonnance n°2021-1247 du 29 septembre 2021,JORFDOLE000044129891,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,0,11911,texte entier,0,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,6179,6784,"Pour les contrats de fourniture des contenus numériques et des services numériques, la durée de la garantie légale est fixée comme suit : - une durée de deux ans pour les contenus et services numériques acquis par une opération de fourniture unique (par exemple : téléchargement d'un fichier, achat d'un DVD), la présomption d'antériorité du défaut étant fixée à un an ; - une durée équivalente à la ",motive,"Rapport au Président de la République relatif à l'ordonnance n°2021-1247 : il ne nomme pas l'article de code (c'est l'article 12 de l'ordonnance), mais il consacre un passage au dispositif même de L224-25-12 (alinéas 2-3) : durée de garantie de deux ans pour les contenus/services numériques fournis par opération unique, et durée équivalente à la fourniture lorsqu'elle est continue — avec exemples (téléchargement, abonnement streaming). Selon la règle du 19 septembre 2026, un passage du rapport au PR consacré au dispositif de l'article vaut motive. Consulté : l'unique document du corpus (rapport PR, 11 911 signes), recherches sur « délai », « deux ans », « continue », « intégration », « mises à jour », « prescription ». Non couverts par le rapport : les alinéas sur l'intégration incorrecte et sur le point de départ de la prescription. Historique à texte unique (création par ordonnance de 2021, aucun numéro antérieur) : recherche exhaustive close.",corrigee,agent:kimi-k3,2026-09-19,JORFDOLE000044129891
