id_jorf	titre
JORFTEXT000025789794	Décret n° 2012-609 du 30 avril 2012 relatif à l'information de l'emprunteur lors de la conclusion d'opérations de regroupement de crédits
JORFTEXT000025802207	Décret n° 2012-634 du 3 mai 2012 relatif à la fusion des professions d'avocat et d'avoué près les cours d'appel
JORFTEXT000025804057	Décret n° 2012-655 du 4 mai 2012 relatif à l'étiquetage et à la traçabilité des produits vitivinicoles et à certaines pratiques œnologiques
JORFTEXT000025934747	Décret n° 2012-783 du 30 mai 2012 relatif à la partie réglementaire du code des procédures civiles d'exécution
JORFTEXT000026089941	Décret n° 2012-839 du 29 juin 2012 relatif à la désignation des autorités administratives compétentes pour transiger ou saisir la juridiction civile ou administrative en matière de consommation et de concurrence et représenter le ministre chargé de l'économie pour l'application de l'article L. 470-5 du code de commerce dans les départements et régions d'outre-mer, le Département de Mayotte et à Saint-Pierre-et-Miquelon
JORFTEXT000026507612	Décret n° 2012-1159 du 17 octobre 2012 relatif à l'information de l'emprunteur lors de la conclusion d'opérations de regroupement de crédits
JORFTEXT000026537678	Décret n° 2012-1195 du 26 octobre 2012 portant extension et adaptation des dispositions relatives au crédit immobilier et au prêt viager hypothécaire en Nouvelle-Calédonie et en Polynésie française et aux services financiers à distance dans ces collectivités et dans les îles Wallis et Futuna
JORFTEXT000026588204	Décret n° 2012-1235 du 6 novembre 2012 relatif aux fibres et produits textiles
JORFTEXT000026597385	Décret n° 2012-1247 du 7 novembre 2012 portant adaptation de divers textes aux nouvelles règles de la gestion budgétaire et comptable publique
JORFTEXT000026657458	LOI n° 2012-1270 du 20 novembre 2012 relative à la régulation économique outre-mer et portant diverses dispositions relatives aux outre-mer
JORFTEXT000026805101	Ordonnance n° 2012-1427 du 19 décembre 2012 relative au renforcement de la sécurité de la chaîne d'approvisionnement des médicaments, à l'encadrement de la vente de médicaments sur internet et à la lutte contre la falsification de médicaments
JORFTEXT000026830015	LOI n° 2012-1442 du 24 décembre 2012 visant à la suspension de la fabrication, de l'importation, de l'exportation et de la mise sur le marché de tout conditionnement à vocation alimentaire contenant du bisphénol A (1)
JORFTEXT000026855222	Décret n° 2012-1478 du 27 décembre 2012 relatif aux modalités de calcul du taux annuel effectif global et au délai de rétractation d'un contrat de crédit affecté lors d'une demande de livraison immédiate
JORFTEXT000026855793	Décret n° 2012-1489 du 27 décembre 2012 pris pour l'exécution du règlement (UE) n° 305/2011 du Parlement européen et du Conseil du 9 mars 2011 établissant des conditions harmonisées de commercialisation pour les produits de construction et abrogeant la directive 89/106/CEE du Conseil
JORFTEXT000026998473	LOI n° 2013-100 du 28 janvier 2013 portant diverses dispositions d'adaptation de la législation au droit de l'Union européenne en matière économique et financière
JORFTEXT000027310001	LOI n° 2013-312 du 15 avril 2013 visant à préparer la transition vers un système énergétique sobre et portant diverses dispositions sur la tarification de l'eau et sur les éoliennes (1)
JORFTEXT000027408536	Décret n° 2013-396 du 13 mai 2013 portant modification de décrets pris en application du livre II du code de la consommation et du code du sport
JORFTEXT000027414225	LOI n° 2013-403 du 17 mai 2013 relative à l'élection des conseillers départementaux, des conseillers municipaux et des conseillers communautaires, et modifiant le calendrier électoral
JORFTEXT000027442941	Ordonnance n° 2013-421 du 23 mai 2013 relative à l'inscription au fichier national des incidents de remboursement des crédits aux particuliers des décisions relatives au traitement du surendettement en Polynésie française
JORFTEXT000027469717	LOI n° 2013-431 du 28 mai 2013 portant diverses dispositions en matière d'infrastructures et de services de transports
JORFTEXT000027617519	Ordonnance n° 2013-544 du 27 juin 2013 relative aux établissements de crédit et aux sociétés de financement
JORFTEXT000027754539	LOI n° 2013-672 du 26 juillet 2013 de séparation et de régulation des activités bancaires
JORFTEXT000027914280	Ordonnance n° 2013-792 du 30 août 2013 portant extension en Nouvelle-Calédonie, en Polynésie française et dans les îles Wallis et Futuna des dispositions du titre Ier de la loi n° 2013-100 du 28 janvier 2013 portant diverses dispositions d'adaptation de la législation au droit de l'Union européenne en matière économique et financière
JORFTEXT000028199705	LOI n° 2013-1029 du 15 novembre 2013 portant diverses dispositions relatives aux outre-mer
JORFTEXT000028398471	Décret n° 2013-1264 du 23 décembre 2013 relatif à la déclaration environnementale de certains produits de construction destinés à un usage dans les ouvrages de bâtiment
JORFTEXT000028424785	LOI n° 2014-1 du 2 janvier 2014 habilitant le Gouvernement à simplifier et sécuriser la vie des entreprises (1)
JORFTEXT000028638170	Décret n° 2014-190 du 21 février 2014 relatif aux procédures de traitement des situations de surendettement des particuliers
JORFTEXT000028738036	LOI n° 2014-344 du 17 mars 2014 relative à la consommation (1)
JORFTEXT000028772256	LOI n° 2014-366 du 24 mars 2014 pour l'accès au logement et un urbanisme rénové (1)
JORFTEXT000028990459	Décret n° 2014-544 du 26 mai 2014 relatif aux prêts libellés en devises étrangères à l'Union européenne
JORFTEXT000029001649	Décret n° 2014-551 du 27 mai 2014 portant adaptation de dispositions pour faire suite à la fusion de la direction générale des impôts et de la direction générale de la comptabilité publique
JORFTEXT000029002430	Décret n° 2014-552 du 27 mai 2014 portant adaptation de dispositions pour faire suite à la fusion de la direction générale des impôts et de la direction générale de la comptabilité publique
JORFTEXT000029008408	Ordonnance n° 2014-559 du 30 mai 2014 relative au financement participatif
JORFTEXT000029225331	Décret n° 2014-797 du 11 juillet 2014 relatif à la mention « fait maison » dans les établissements de restauration commerciale ou de vente à emporter de plats préparés
JORFTEXT000029290874	Décret n° 2014-837 du 24 juillet 2014 relatif à l'information de l'emprunteur sur le coût du crédit et le délai de rétractation d'un contrat de crédit affecté
JORFTEXT000029313296	LOI n° 2014-856 du 31 juillet 2014 relative à l'économie sociale et solidaire (1)
JORFTEXT000029330832	LOI n° 2014-873 du 4 août 2014 pour l'égalité réelle entre les femmes et les hommes (1)
JORFTEXT000029391124	Ordonnance n° 2014-946 du 20 août 2014 portant extension de diverses dispositions en matière bancaire et financière dans les collectivités d'outre-mer et en Nouvelle-Calédonie
JORFTEXT000029470741	Décret n° 2014-1061 du 17 septembre 2014 relatif aux obligations d'information précontractuelle et contractuelle des consommateurs et au droit de rétractation
JORFTEXT000029499594	Décret n° 2014-1081 du 24 septembre 2014 relatif à l'action de groupe en matière de consommation
JORFTEXT000029527162	LOI n° 2014-1104 du 1er octobre 2014 relative aux taxis et aux voitures de transport avec chauffeur (1)
JORFTEXT000029527803	Décret n° 2014-1109 du 30 septembre 2014 portant application des dispositions de la loi n° 2014-344 du 17 mars 2014 relative à la consommation, renforçant les moyens de contrôle de l'autorité administrative chargée de la protection des consommateurs et adaptant le régime de sanctions
JORFTEXT000029573022	LOI n° 2014-1170 du 13 octobre 2014 d'avenir pour l'agriculture, l'alimentation et la forêt (1)
JORFTEXT000029597023	Décret n° 2014-1190 du 15 octobre 2014 relatif aux modalités de calcul du taux annuel effectif de l'assurance en matière de crédit à la consommation et de crédit immobilier
JORFTEXT000029604240	Décret n° 2014-1199 du 17 octobre 2014 relatif à la suspension du contrat de crédit renouvelable
JORFTEXT000029699787	Décret n° 2014-1315 du 3 novembre 2014 portant diverses dispositions d'adaptation au droit de l'Union européenne en matière financière et relatif aux sociétés de financement
JORFTEXT000029700428	Décret n° 2014-1316 du 3 novembre 2014 portant diverses dispositions d'adaptation au droit de l'Union européenne en matière financière et relatif aux sociétés de financement
JORFTEXT000029881868	Décret n° 2014-1482 du 9 décembre 2014 relatif aux obligations d'information et de fourniture concernant les pièces détachées indispensables à l'utilisation d'un bien
JORFTEXT000029884889	Décret n° 2014-1489 du 11 décembre 2014 modifiant le code de la consommation en ce qui concerne notamment l'information des consommateurs sur les denrées alimentaires
JORFTEXT000029926655	LOI n° 2014-1545 du 20 décembre 2014 relative à la simplification de la vie des entreprises et portant diverses dispositions de simplification et de clarification du droit et des procédures administratives (1)
JORFTEXT000030005769	Décret n° 2014-1725 du 30 décembre 2014 relatif au transport public particulier de personnes
JORFTEXT000030093846	Décret n° 2015-23 du 12 janvier 2015 relatif à la composition et au fonctionnement du Conseil national de la consommation
JORFTEXT000030171245	Décret n° 2015-89 du 28 janvier 2015 modifiant le chapitre IV du titre Ier du livre II du code de la consommation
JORFTEXT000030361634	Décret n° 2015-293 du 16 mars 2015 relatif à l'information du consommateur lors de l'offre d'un crédit renouvelable sur le lieu de vente ou en vente à distance
JORFTEXT000030367233	Décret n° 2015-295 du 16 mars 2015 fixant la liste des conventions internationales relatives aux droits humains fondamentaux prévue à l'article L. 117-1 du code de la consommation
JORFTEXT000030491684	Décret n° 2015-447 du 17 avril 2015 relatif à l'information des consommateurs sur les allergènes et les denrées alimentaires non préemballées
JORFTEXT000030515984	Décret n° 2015-460 du 22 avril 2015 relatif à la remise de la fiche standardisée d'information mentionnée à l'article L. 312-6-2 du code de la consommation
JORFTEXT000030540330	Décret n° 2015-494 du 29 avril 2015 définissant les conditions dans lesquelles le prêteur et l'assureur délégué s'échangent les informations préalables à la souscription des contrats d'assurance liés à un crédit immobilier
JORFTEXT000030555919	Décret n° 2015-505 du 6 mai 2015 modifiant le décret n° 2014-797 du 11 juillet 2014 relatif à la mention « fait maison » dans les établissements de restauration commerciale ou de vente à emporter de plats préparés
JORFTEXT000030617221	Décret n° 2015-556 du 19 mai 2015 relatif à la liste d'opposition au démarchage téléphonique
JORFTEXT000030674221	Ordonnance n° 2015-615 du 4 juin 2015 relative à la mise sur le marché et à l'utilisation des matières fertilisantes, des adjuvants pour matières fertilisantes et des supports de culture
JORFTEXT000030674270	Ordonnance n° 2015-616 du 4 juin 2015 modifiant le code rural et de la pêche maritime en vue d'assurer la conformité de ses dispositions avec le droit de l'Union européenne et modifiant les dispositions relatives à la recherche et à la constatation des infractions aux dispositions de son livre II
JORFTEXT000030768923	Décret n° 2015-707 du 22 juin 2015 portant diverses dispositions d'adaptation de la législation financière dans les collectivités d'outre-mer et en Nouvelle-Calédonie
JORFTEXT000030978561	LOI n° 2015-990 du 6 août 2015 pour la croissance, l'activité et l'égalité des chances économiques (1)
JORFTEXT000031044385	LOI n° 2015-992 du 17 août 2015 relative à la transition énergétique pour la croissance verte (1)
JORFTEXT000031046061	LOI n° 2015-994 du 17 août 2015 relative au dialogue social et à l'emploi (1)
JORFTEXT000031070940	Ordonnance n° 2015-1033 du 20 août 2015 relative au règlement extrajudiciaire des litiges de consommation
JORFTEXT000031279415	Ordonnance n° 2015-1246 du 7 octobre 2015 relative aux signes d'identification de l'origine et de la qualité
JORFTEXT000031311177	LOI n° 2015-1268 du 14 octobre 2015 d'actualisation du droit des outre-mer (1)
JORFTEXT000031327549	Décret n° 2015-1295 du 15 octobre 2015 relatif au formulaire détachable destiné à faciliter l'exercice du droit de rétractation pour les contrats d'achat de métaux précieux
JORFTEXT000031400977	Décret n° 2015-1382 du 30 octobre 2015 relatif à la médiation des litiges de la consommation
JORFTEXT000031585657	Décret n° 2015-1607 du 7 décembre 2015 relatif aux conditions de désignation des médiateurs d'entreprises
JORFTEXT000031593830	Ordonnance n° 2015-1628 du 10 décembre 2015 relative aux garanties consistant en une prise de position formelle, opposable à l'administration, sur l'application d'une norme à la situation de fait ou au projet du demandeur
JORFTEXT000031663208	LOI n° 2015-1702 du 21 décembre 2015 de financement de la sécurité sociale pour 2016 (1)
JORFTEXT000031664951	Décret n° 2015-1709 du 21 décembre 2015 relatif à la prime d'activité
JORFTEXT000031700731	LOI n° 2015-1776 du 28 décembre 2015 relative à l'adaptation de la société au vieillissement (1)
JORFTEXT000031912641	LOI n° 2016-41 du 26 janvier 2016 de modernisation de notre système de santé (1)
JORFTEXT000032004939	Ordonnance n° 2016-131 du 10 février 2016 portant réforme du droit des contrats, du régime général et de la preuve des obligations
JORFTEXT000032209352	Ordonnance n° 2016-301 du 14 mars 2016 relative à la partie législative du code de la consommation
JORFTEXT000032242493	Décret n° 2016-308 du 17 mars 2016 relatif à la réutilisation des informations publiques et modifiant le code des relations entre le public et l'administration (dispositions réglementaires)
JORFTEXT000032294277	Ordonnance n° 2016-351 du 25 mars 2016 sur les contrats de crédit aux consommateurs relatifs aux biens immobiliers à usage d'habitation
JORFTEXT000032445850	Ordonnance n° 2016-351 du 25 mars 2016 sur les contrats de crédit aux consommateurs relatifs aux biens immobiliers à usage d'habitation (rectificatif)
JORFTEXT000032447402	Décret n° 2016-505 du 22 avril 2016 relatif aux obligations d'information sur les sites comparateurs en ligne
JORFTEXT000032528180	Décret n° 2016-607 du 13 mai 2016 portant sur les contrats de crédit immobilier aux consommateurs relatifs aux biens immobiliers à usage d'habitation
JORFTEXT000032547368	Décret n° 2016-622 du 19 mai 2016 portant transposition de la directive 2014/17/UE du Parlement européen et du Conseil du 4 février 2014 sur les contrats de crédit aux consommateurs relatifs aux biens immobiliers à usage résidentiel et modifiant les directives 2008/48/CE et 2013/36/UE et le règlement (UE) n° 1093/2010
JORFTEXT000032610837	Décret n° 2016-703 du 30 mai 2016 relatif à l'utilisation de pièces de rechange automobiles issues de l'économie circulaire
JORFTEXT000032627231	LOI n° 2016-731 du 3 juin 2016 renforçant la lutte contre le crime organisé, le terrorisme et leur financement, et améliorant l'efficacité et les garanties de la procédure pénale (1)
JORFTEXT000032728685	LOI n° 2016-816 du 20 juin 2016 pour l'économie bleue (1)
JORFTEXT000032797752	Décret n° 2016-884 du 29 juin 2016 relatif à la partie réglementaire du code de la consommation
JORFTEXT000033026489	Décret n° 2016-1107 du 11 août 2016 modifiant la composition du Conseil national de l'alimentation
JORFTEXT000033136650	Décret n° 2016-1238 du 20 septembre 2016 relatif au mécanisme de signalement prévu à l'article L. 224-43 du code de la consommation et de l'information des opérateurs sur les numéros les concernant en application de l'article L. 224-51
JORFTEXT000033171707	Décret n° 2016-884 du 29 juin 2016 relatif à la partie réglementaire du code de la consommation (rectificatif)
JORFTEXT000033202746	LOI n° 2016-1321 du 7 octobre 2016 pour une République numérique (1)
JORFTEXT000033293745	LOI n° 2016-1428 du 24 octobre 2016 relative au renforcement de la sécurité de l'usage des drones civils (1)
JORFTEXT000033418805	LOI n° 2016-1547 du 18 novembre 2016 de modernisation de la justice du XXIe siècle (1)
JORFTEXT000033558528	LOI n° 2016-1691 du 9 décembre 2016 relative à la transparence, à la lutte contre la corruption et à la modernisation de la vie économique (1)
JORFTEXT000033691746	Décret n° 2016-1844 du 23 décembre 2016 relatif aux délégations de signature à la Banque de France
JORFTEXT000033718058	Décret n° 2016-1890 du 27 décembre 2016 portant diverses dispositions d'adaptation et de simplification dans le domaine de la prévention et de la gestion des déchets
JORFTEXT000033734510	LOI n° 2016-1920 du 29 décembre 2016 relative à la régulation, à la responsabilisation et à la simplification dans le secteur du transport public particulier de personnes (1)
JORFTEXT000033897475	LOI n° 2017-55 du 20 janvier 2017 portant statut général des autorités administratives indépendantes et des autorités publiques indépendantes (1)
JORFTEXT000033976980	Décret n° 2017-125 du 1er février 2017 relatif au Laboratoire national de métrologie et d'essais
JORFTEXT000034070801	LOI n° 2017-203 du 21 février 2017 ratifiant les ordonnances n° 2016-301 du 14 mars 2016 relative à la partie législative du code de la consommation et n° 2016-351 du 25 mars 2016 sur les contrats de crédit aux consommateurs relatifs aux biens immobiliers à usage d'habitation et simplifiant le dispositif de mise en œuvre des obligations en matière de conformité et de sécurité des produits et services (1)
JORFTEXT000034128373	Ordonnance n° 2017-269 du 2 mars 2017 portant dispositions relatives à l'outre-mer du code de la consommation
JORFTEXT000034160008	Décret n° 2017-302 du 8 mars 2017 fixant le délai pendant lequel le créancier peut s'opposer à la proposition de plan conventionnel de redressement
JORFTEXT000034160223	Ordonnance n° 2017-303 du 9 mars 2017 relative aux actions en dommages et intérêts du fait des pratiques anticoncurrentielles
JORFTEXT000034379166	Ordonnance n° 2017-484 du 6 avril 2017 relative à la création d'organismes dédiés à l'exercice de l'activité de retraite professionnelle supplémentaire et à l'adaptation des régimes de retraite supplémentaire en unités de rente
JORFTEXT000034636881	Décret n° 2017-896 du 9 mai 2017 relatif aux procédures de traitement des situations de surendettement des particuliers pris pour l'application de l'article 58 de la loi n° 2016-1547 du 18 novembre 2016 de modernisation de la justice du XXIe siècle
JORFTEXT000034676401	Décret n° 2017-976 du 10 mai 2017 relatif aux modalités d'accès par les consommateurs aux données de consommation d'électricité ou de gaz naturel et à la mise à disposition de ces données par les fournisseurs
JORFTEXT000034849528	Ordonnance n° 2017-1090 du 1er juin 2017 relative aux offres de prêt immobilier conditionnées à la domiciliation des salaires ou revenus assimilés de l'emprunteur sur un compte de paiement
JORFTEXT000034944931	Décret n° 2017-1099 du 14 juin 2017 fixant la durée pendant laquelle le prêteur peut imposer à l'emprunteur la domiciliation de ses salaires ou revenus assimilés sur un compte de paiement
JORFTEXT000035185543	Décret n° 2017-1166 du 12 juillet 2017 portant dispositions relatives à l'outre-mer du code de la consommation et modifiant d'autres dispositions de ce code
JORFTEXT000035394629	Ordonnance n° 2017-1252 du 9 août 2017 portant transposition de la directive 2015/2366 du Parlement européen et du Conseil du 25 novembre 2015 concernant les services de paiement dans le marché intérieur
JORFTEXT000035720606	Ordonnance n° 2017-1426 du 4 octobre 2017 relative à l'identification électronique et aux services de confiance pour les transactions électroniques
JORFTEXT000035720869	Ordonnance n° 2017-1433 du 4 octobre 2017 relative à la dématérialisation des relations contractuelles dans le secteur financier
JORFTEXT000035720908	Décret n° 2017-1434 du 29 septembre 2017 relatif aux obligations d'information des opérateurs de plateformes numériques
JORFTEXT000035720925	Décret n° 2017-1435 du 29 septembre 2017 relatif à la fixation d'un seuil de connexions à partir duquel les opérateurs de plateformes en ligne élaborent et diffusent des bonnes pratiques pour renforcer la loyauté, la clarté et la transparence des informations transmises aux consommateurs
JORFTEXT000035720935	Décret n° 2017-1436 du 29 septembre 2017 relatif aux obligations d'information relatives aux avis en ligne de consommateurs
JORFTEXT000036339396	LOI n° 2017-1839 du 30 décembre 2017 mettant fin à la recherche ainsi qu'à l'exploitation des hydrocarbures et portant diverses dispositions relatives à l'énergie et à l'environnement (1)
JORFTEXT000036600146	Décret n° 2018-94 du 13 février 2018 portant dispositions relatives à l'application dans les îles Wallis et Futuna des dispositions du décret n° 2017-896 du 9 mai 2017 relatif aux procédures de traitement des situations de surendettement des particuliers et autres dispositions
JORFTEXT000036756145	Décret n° 2018-229 du 30 mars 2018 relatif à la dématérialisation des relations contractuelles dans le secteur financier
JORFTEXT000036915336	Ordonnance n° 2018-361 du 16 mai 2018 relative à la distribution d'assurances
JORFTEXT000036976666	Décret n° 2018-431 du 1er juin 2018 relatif à la distribution d'assurances
JORFTEXT000037058033	Décret n° 2018-479 du 12 juin 2018 relatif à l'étiquetage énergétique
JORFTEXT000037085952	LOI n° 2018-493 du 20 juin 2018 relative à la protection des données personnelles (1)
JORFTEXT000037307624	LOI n° 2018-727 du 10 août 2018 pour un Etat au service d'une société de confiance (1)
JORFTEXT000037393408	Décret n° 2018-785 du 12 septembre 2018 portant suppression de commissions administratives à caractère consultatif
JORFTEXT000037519492	Décret n° 2018-904 du 22 octobre 2018 modifiant la composition du Conseil national de l'alimentation
JORFTEXT000037547946	LOI n° 2018-938 du 30 octobre 2018 pour l'équilibre des relations commerciales dans le secteur agricole et alimentaire et une alimentation saine, durable et accessible à tous (1)
JORFTEXT000037639478	LOI n° 2018-1021 du 23 novembre 2018 portant évolution du logement, de l'aménagement et du numérique (1)
JORFTEXT000037797115	Décret n° 2018-1116 du 10 décembre 2018 relatif aux prélèvements d'échantillons de marchandises mises en vente par un procédé de vente à distance
JORFTEXT000037800506	Ordonnance n° 2018-1125 du 12 décembre 2018 prise en application de l'article 32 de la loi n° 2018-493 du 20 juin 2018 relative à la protection des données personnelles et portant modification de la loi n° 78-17 du 6 janvier 1978 relative à l'informatique, aux fichiers et aux libertés et diverses dispositions concernant la protection des données à caractère personnel
JORFTEXT000037852545	Décret n° 2018-1227 du 24 décembre 2018 pris pour l'application des articles 21 et 22 de la loi n° 2018-727 du 10 août 2018 pour un Etat au service d'une société de confiance
JORFTEXT000038081485	Décret n° 2019-62 du 30 janvier 2019 relatif aux équipements de protection individuelle
JORFTEXT000038369601	Décret n° 2019-307 du 11 avril 2019 relatif aux sanctions applicables en matière de retrait et de rappel des denrées alimentaires et des aliments pour animaux autres que ceux d'origine animale
JORFTEXT000038410222	Ordonnance n° 2019-363 du 24 avril 2019 étendant les pouvoirs de police judiciaire des agents mentionnés à l'article L. 205-1 du code rural et de la pêche maritime et à l'article L. 511-3 du code de la consommation
JORFTEXT000038480145	Décret n° 2019-455 du 16 mai 2019 relatif à l'information des bailleurs quant aux conséquences de l'absence de contestation des décisions de la commission du surendettement et du juge du surendettement sur la décision d'expulsion conditionnelle antérieurement rendue par le juge du bail
JORFTEXT000038496102	LOI n° 2019-486 du 22 mai 2019 relative à la croissance et la transformation des entreprises (1)
JORFTEXT000038766567	LOI n° 2019-733 du 14 juillet 2019 relative au droit de résiliation sans frais de contrats de complémentaire santé (1)
JORFTEXT000038777413	Ordonnance n° 2019-740 du 17 juillet 2019 relative aux sanctions civiles applicables en cas de défaut ou d'erreur du taux effectif global
JORFTEXT000038812074	Ordonnance n° 2019-770 du 17 juillet 2019 relative à la partie législative du livre VIII du code de la construction et de l'habitation
JORFTEXT000038829384	Décret n° 2019-794 du 26 juillet 2019 relatif à l'attribution des denrées achetées au moyen du Fonds européen d'aide aux plus démunis et à l'appel à candidatures pour en bénéficier
JORFTEXT000038830860	Décret n° 2019-798 du 26 juillet 2019 relatif aux régies de recettes et d'avances des organismes publics
JORFTEXT000039002881	Décret n° 2019-913 du 30 août 2019 pris en application de l'article 95 de la loi n° 2019-222 du 23 mars 2019 de programmation 2018-2022 et de réforme pour la justice
JORFTEXT000039110186	Ordonnance n° 2019-964 du 18 septembre 2019 prise en application de la loi n° 2019-222 du 23 mars 2019 de programmation 2018-2022 et de réforme pour la justice
JORFTEXT000039110244	Décret n° 2019-966 du 18 septembre 2019 portant substitution du tribunal judiciaire au tribunal de grande instance et au tribunal d'instance en application de l'article 95 de la loi n° 2019-222 du 23 mars 2019 de programmation 2018-2022 et de réforme pour la justice et diverses dispositions relatives à l'organisation judiciaire et modifiant l'annexe du décret n° 2019-913 du 30 août 2019 pris en application de l'article 95 de la loi n° 2019-222 du 23 mars 2019 de programmation (2018-2022) et de réforme pour la justice
JORFTEXT000039145775	Décret n° 2019-992 du 26 septembre 2019 portant application des articles 14 et 15 de la loi n° 2019-222 du 23 mars 2019 de programmation 2018-2022 et de réforme pour la justice, et relatif à la procédure d'expulsion ainsi qu'au traitement des situations de surendettement
JORFTEXT000039167499	Ordonnance n° 2019-1015 du 2 octobre 2019 réformant la régulation des jeux d'argent et de hasard
JORFTEXT000039207211	Décret n° 2019-1046 du 10 octobre 2019 relatif à l'organisation et au fonctionnement de l'Institut national de recherche pour l'agriculture, l'alimentation et l'environnement
JORFTEXT000039241255	LOI n° 2019-1063 du 18 octobre 2019 relative à la modernisation de la distribution de la presse (1)
JORFTEXT000039355955	LOI n° 2019-1147 du 8 novembre 2019 relative à l'énergie et au climat (1)
JORFTEXT000039373287	Ordonnance n° 2019-1169 du 13 novembre 2019 relative aux marques de produits ou de services
JORFTEXT000039467798	Décret n° 2019-1316 du 9 décembre 2019 relatif aux marques de produits ou de services
JORFTEXT000039480084	Décret n° 2019-1333 du 11 décembre 2019 réformant la procédure civile
JORFTEXT000039666574	LOI n° 2019-1428 du 24 décembre 2019 d'orientation des mobilités (1)
JORFTEXT000041491438	Décret n° 2020-53 du 28 janvier 2020 modifiant la composition du Conseil national de l'alimentation
JORFTEXT000041553759	LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire (1)
JORFTEXT000041982762	LOI n° 2020-699 du 10 juin 2020 relative à la transparence de l'information sur les produits agricoles et alimentaires (1)
JORFTEXT000041982919	Ordonnance n° 2020-701 du 10 juin 2020 relative à la surveillance du marché des véhicules à moteur
JORFTEXT000042007059	LOI n° 2020-734 du 17 juin 2020 relative à diverses dispositions liées à la crise sanitaire, à d'autres mesures urgentes ainsi qu'au retrait du Royaume-Uni de l'Union européenne (1)
JORFTEXT000042148119	LOI n° 2020-901 du 24 juillet 2020 visant à encadrer le démarchage téléphonique et à lutter contre les appels frauduleux (1)
JORFTEXT000042184989	Décret n° 2020-956 du 31 juillet 2020 relatif à la procédure de nomination des représentants de l'Etat aux conseils d'administration du Centre d'études et de recherches sur les qualifications et du Centre international d'études pédagogiques et portant changement de nom de celui-ci
JORFTEXT000042574191	Décret n° 2020-1452 du 27 novembre 2020 portant diverses dispositions relatives notamment à la procédure civile et à la procédure d'indemnisation des victimes d'actes de terrorisme et d'autres infractions
JORFTEXT000042607095	LOI n° 2020-1508 du 3 décembre 2020 portant diverses dispositions d'adaptation au droit de l'Union européenne en matière économique et financière (1)
JORFTEXT000042619877	LOI n° 2020-1525 du 7 décembre 2020 d'accélération et de simplification de l'action publique (1)
JORFTEXT000042636412	Décret n° 2020-1545 du 9 décembre 2020 relatif à l'organisation et aux missions des directions régionales de l'économie, de l'emploi, du travail et des solidarités, des directions départementales de l'emploi, du travail et des solidarités et des directions départementales de l'emploi, du travail, des solidarités et de la protection des populations
JORFTEXT000042648806	Décret n° 2020-1562 du 9 décembre 2020 modifiant le code de la consommation en ce qui concerne les denrées alimentaires
JORFTEXT000043205087	Décret n° 2021-234 du 1er mars 2021 relatif à la limite d'âge du président du conseil d'administration de l'Institut national de la consommation
JORFTEXT000043210238	Ordonnance n° 2021-237 du 3 mars 2021 portant transposition de la directive (UE) 2019/944 du Parlement européen et du Conseil du 5 juin 2019 concernant des règles communes pour le marché intérieur de l'électricité et modifiant la directive 2012/27/UE, et mesures d'adaptation au règlement (UE) 2019/943 du Parlement européen et du Conseil du 5 juin 2019 sur le marché intérieur de l'électricité
JORFTEXT000043343744	Décret n° 2021-413 du 8 avril 2021 désignant l'autorité administrative chargée de la concurrence et de la consommation compétente en matière d'injonction de mise en conformité et de transaction administrative
JORFTEXT000043370894	Ordonnance n° 2021-443 du 14 avril 2021 relative au régime de responsabilité pénale applicable en cas de circulation d'un véhicule à délégation de conduite et à ses conditions d'utilisation
JORFTEXT000043511875	Décret n° 2021-609 du 18 mai 2021 relatif à la mention de l'existence et de la durée de la garantie légale de conformité sur les documents de facturation de certaines catégories de biens
JORFTEXT000043534846	Ordonnance n° 2021-650 du 26 mai 2021 portant transposition de la directive (UE) 2018/1972 du Parlement européen et du Conseil du 11 décembre 2018 établissant le code des communications électroniques européen et relative aux mesures d'adaptation des pouvoirs de l'Autorité de régulation des communications électroniques, des postes et de la distribution de la presse
JORFTEXT000043793350	Décret n° 2021-936 du 15 juillet 2021 portant mesures d'adaptation à diverses dispositions du droit de l'Union européenne en matière de conformité et de sécurité des produits
JORFTEXT000043956924	LOI n° 2021-1104 du 22 août 2021 portant lutte contre le dérèglement climatique et renforcement de la résilience face à ses effets (1)
JORFTEXT000044044119	Ordonnance n° 2021-1189 du 15 septembre 2021 portant création du Registre national des entreprises
JORFTEXT000044044441	Ordonnance n° 2021-1192 du 15 septembre 2021 portant réforme du droit des sûretés
JORFTEXT000044060532	Ordonnance n° 2021-1200 du 15 septembre 2021 relative aux titres Ier et II de la partie législative du livre VII du code monétaire et financier
JORFTEXT000044125847	Ordonnance n° 2021-1247 du 29 septembre 2021 relative à la garantie légale de conformité pour les biens, les contenus numériques et les services numériques
JORFTEXT000044154154	Décret n° 2021-1281 du 30 septembre 2021 modifiant les obligations des opérateurs de communications électroniques conformément au code des communications électroniques européen
JORFTEXT000044173181	Décret n° 2021-1302 du 7 octobre 2021 modifiant le livre IV du code de commerce et les livres V et VIII du code de la consommation
JORFTEXT000044176983	LOI n° 2021-1308 du 8 octobre 2021 portant diverses dispositions d'adaptation au droit de l'Union européenne dans le domaine des transports, de l'environnement, de l'économie et des finances (1)
